N_B;T;d;Jsc_e;Eta_e;Voc_e;FF_e;N_Fe;All_var_AM(4);All_var_AM(3);All_var_AM(2);All_var_AM(1)
1.51E+01;304;3.50E-04;1.43E-02;-1.73E+00;-1.67E+00;-7.41E-02;1.07E+01;10.70798779;10.72573757;10.8106842;10.48159122
1.51E+01;304;3.50E-04;2.08E-02;-2.08E+00;-2.06E+00;-3.36E-02;1.08E+01;10.77001476;10.80827618;10.97440624;10.57565498
1.51E+01;304;3.50E-04;3.07E-02;-2.49E+00;-2.52E+00;-1.05E-02;1.09E+01;10.88678074;10.9440279;11.11441422;10.75558376
1.51E+01;304;3.50E-04;4.56E-02;-2.90E+00;-3.03E+00;8.40E-02;1.10E+01;11.04602718;11.07176495;11.18395233;10.8687439
1.51E+01;304;3.50E-04;6.81E-02;-3.31E+00;-3.63E+00;2.41E-01;1.11E+01;11.08776379;11.15349865;11.19697475;11.00900745
1.51E+01;304;3.50E-04;1.02E-01;-3.74E+00;-4.28E+00;4.13E-01;1.12E+01;11.22548294;11.24673462;11.23364449;11.19285965
1.51E+01;304;3.50E-04;1.52E-01;-4.08E+00;-4.98E+00;7.07E-01;1.13E+01;11.31750011;11.31224728;11.27830696;11.28766727
1.51E+01;304;3.50E-04;2.25E-01;-4.26E+00;-5.71E+00;1.15E+00;1.14E+01;11.43026543;11.42401123;11.3789959;11.37681866
1.51E+01;304;3.50E-04;3.28E-01;-4.35E+00;-6.44E+00;1.64E+00;1.15E+01;11.55402565;11.55103016;11.46650219;11.50597858
1.51E+01;304;3.50E-04;4.69E-01;-4.14E+00;-7.17E+00;2.37E+00;1.16E+01;11.68902493;11.71977043;11.62673664;11.67507267
1.51E+01;304;3.50E-04;6.53E-01;-3.64E+00;-7.85E+00;3.27E+00;1.17E+01;11.76701546;11.79676151;11.73628902;11.73660183
1.51E+01;304;3.50E-04;8.80E-01;-2.70E+00;-8.46E+00;4.48E+00;1.18E+01;11.88875103;11.86400223;11.80700302;11.81976986
1.51E+01;304;3.50E-04;1.14E+00;-1.48E+00;-8.96E+00;5.79E+00;1.20E+01;11.97550106;11.92850018;11.9214201;11.97372818
1.51E+01;304;3.50E-04;1.42E+00;-3.35E-01;-9.31E+00;6.90E+00;1.21E+01;12.13177681;12.07876968;12.04140759;12.14202976
1.51E+01;304;3.50E-04;1.69E+00;6.48E-01;-9.47E+00;7.69E+00;1.22E+01;12.19627666;12.1752739;12.14580917;12.23705196
1.51E+01;304;3.50E-04;1.94E+00;1.37E+00;-9.36E+00;8.03E+00;1.23E+01;12.28977108;12.28527069;12.2762537;12.38162231
1.51E+01;304;3.50E-04;2.16E+00;1.96E+00;-8.88E+00;7.97E+00;1.24E+01;12.38301086;12.3677597;12.36533546;12.48374844
1.51E+01;304;3.50E-04;2.37E+00;2.48E+00;-7.84E+00;7.38E+00;1.25E+01;12.51124954;12.50499725;12.51049805;12.66586304
1.51E+01;304;3.50E-04;2.57E+00;2.87E+00;-6.01E+00;5.97E+00;1.26E+01;12.6357336;12.6294899;12.64119244;12.7537117
1.51E+01;304;3.50E-04;2.77E+00;3.32E+00;-3.84E+00;4.24E+00;1.27E+01;12.73571777;12.73096943;12.74977684;12.83925819
1.51E+01;304;3.50E-04;2.98E+00;3.73E+00;-2.88E+00;3.55E+00;1.28E+01;12.83247662;12.85873032;12.92182827;12.99415493
1.51E+01;304;3.50E-04;3.20E+00;4.13E+00;-2.45E+00;3.34E+00;1.29E+01;12.86823273;12.90698624;13.00090981;13.05254364
1.51E+01;304;3.50E-04;3.43E+00;4.55E+00;-2.10E+00;3.20E+00;1.30E+01;13.00824928;13.01200294;13.20165348;13.22840309
1.51E+01;304;3.50E-04;3.67E+00;5.01E+00;-1.75E+00;3.10E+00;1.31E+01;13.11924839;13.12225533;13.2683897;13.3025856
1.51E+01;304;3.50E-04;3.92E+00;5.39E+00;-1.40E+00;2.90E+00;1.32E+01;13.30347157;13.23823643;13.38394547;13.43997765
1.51E+01;304;3.50E-04;4.17E+00;5.87E+00;-1.05E+00;2.79E+00;1.33E+01;13.37422085;13.3199749;13.54367447;13.5383215
1.51E+01;304;3.50E-04;4.43E+00;6.32E+00;-6.96E-01;2.65E+00;1.35E+01;13.54799271;13.43721581;13.71671295;13.71345711
1.51E+01;304;3.50E-04;4.69E+00;6.72E+00;-3.57E-01;2.47E+00;1.36E+01;13.62350845;13.58198357;13.80233479;13.80559158
1.51E+01;304;3.50E-04;4.96E+00;7.23E+00;-2.38E-02;2.42E+00;1.37E+01;13.68100834;13.67099476;13.88350773;13.88071537
1.51E+01;304;3.50E-04;5.22E+00;7.72E+00;3.01E-01;2.34E+00;1.38E+01;13.75026894;13.74877071;13.99561596;13.98933601
1.51E+01;304;3.50E-04;5.48E+00;8.21E+00;6.18E-01;2.29E+00;1.39E+01;13.87999916;13.87850475;13.99143124;13.99398899
1.51E+01;304;3.50E-04;5.73E+00;8.75E+00;9.35E-01;2.29E+00;1.40E+01;13.93648148;13.95197868;13.98096466;13.99398804
1.51E+01;314;3.50E-04;3.60E-02;-1.19E+00;-1.12E+00;-1.02E-01;1.04E+01;10.49496841;10.52171516;10.66207218;10.42190552
1.51E+01;314;3.50E-04;4.63E-02;-1.45E+00;-1.40E+00;-9.18E-02;1.06E+01;10.58772182;10.63722897;10.7095089;10.54838085
1.51E+01;314;3.50E-04;6.00E-02;-1.75E+00;-1.74E+00;-6.54E-02;1.07E+01;10.70823765;10.72273731;10.80835629;10.68184757
1.51E+01;314;3.50E-04;7.80E-02;-2.13E+00;-2.15E+00;-5.93E-02;1.08E+01;10.77101231;10.81077862;10.92045021;10.75244427
1.51E+01;314;3.50E-04;1.02E-01;-2.51E+00;-2.62E+00;8.08E-03;1.09E+01;10.90603065;10.94453144;11.04615211;10.84523582
1.51E+01;314;3.50E-04;1.35E-01;-2.91E+00;-3.17E+00;1.24E-01;1.10E+01;11.04927826;11.06826591;11.10650539;10.97985458
1.51E+01;314;3.50E-04;1.78E-01;-3.27E+00;-3.80E+00;3.29E-01;1.11E+01;11.12300396;11.18273926;11.16034889;11.104249
1.51E+01;314;3.50E-04;2.36E-01;-3.69E+00;-4.49E+00;5.28E-01;1.12E+01;11.24124146;11.23998642;11.24195099;11.21363258
1.51E+01;314;3.50E-04;3.15E-01;-3.98E+00;-5.23E+00;8.73E-01;1.13E+01;11.32925129;11.31999493;11.29211617;11.28921318
1.51E+01;314;3.50E-04;4.19E-01;-4.20E+00;-6.01E+00;1.29E+00;1.14E+01;11.4025116;11.4127636;11.37370682;11.38896751
1.51E+01;314;3.50E-04;5.56E-01;-4.17E+00;-6.80E+00;1.92E+00;1.15E+01;11.58277512;11.60852528;11.53883457;11.53667641
1.51E+01;314;3.50E-04;7.30E-01;-3.85E+00;-7.57E+00;2.75E+00;1.16E+01;11.68502522;11.72726727;11.64813995;11.6791172
1.51E+01;314;3.50E-04;9.44E-01;-3.18E+00;-8.29E+00;3.81E+00;1.17E+01;11.77126217;11.77851295;11.70210361;11.76011944
1.51E+01;314;3.50E-04;1.19E+00;-2.11E+00;-8.94E+00;5.13E+00;1.18E+01;11.83675289;11.83225632;11.75164604;11.81596279
1.51E+01;314;3.50E-04;1.47E+00;-8.36E-01;-9.44E+00;6.49E+00;1.20E+01;12.00299644;11.96775246;11.90630531;11.98166656
1.51E+01;314;3.50E-04;1.75E+00;3.74E-01;-9.78E+00;7.64E+00;1.21E+01;12.11277199;12.07777214;12.06326199;12.11674976
1.51E+01;314;3.50E-04;2.01E+00;1.29E+00;-9.89E+00;8.33E+00;1.22E+01;12.19302845;12.19102573;12.16720295;12.2162571
1.51E+01;314;3.50E-04;2.26E+00;2.02E+00;-9.66E+00;8.59E+00;1.23E+01;12.27677345;12.2797718;12.2839222;12.35161591
1.51E+01;314;3.50E-04;2.47E+00;2.61E+00;-8.96E+00;8.35E+00;1.24E+01;12.3570137;12.3645153;12.38697052;12.48933125
1.51E+01;314;3.50E-04;2.67E+00;3.06E+00;-7.58E+00;7.42E+00;1.25E+01;12.52824783;12.52974892;12.53584957;12.69051838
1.51E+01;314;3.50E-04;2.86E+00;3.49E+00;-5.33E+00;5.68E+00;1.26E+01;12.61023903;12.60799122;12.64561081;12.74767113
1.51E+01;314;3.50E-04;3.05E+00;3.93E+00;-3.38E+00;4.15E+00;1.27E+01;12.72872162;12.73746872;12.77136707;12.80692673
1.51E+01;314;3.50E-04;3.26E+00;4.30E+00;-2.64E+00;3.62E+00;1.28E+01;12.81446362;12.81121063;12.87532234;12.96554756
1.51E+01;314;3.50E-04;3.48E+00;4.71E+00;-2.23E+00;3.43E+00;1.29E+01;12.91898918;12.89322853;13.00020981;13.05719852
1.51E+01;314;3.50E-04;3.71E+00;5.16E+00;-1.86E+00;3.31E+00;1.30E+01;13.07775879;13.07701015;13.19910526;13.21561909
1.51E+01;314;3.50E-04;3.95E+00;5.54E+00;-1.50E+00;3.11E+00;1.31E+01;13.23122978;13.19199562;13.28630924;13.30026245
1.51E+01;314;3.50E-04;4.19E+00;6.01E+00;-1.13E+00;2.99E+00;1.32E+01;13.32921791;13.22848797;13.36232948;13.36093235
1.51E+01;314;3.50E-04;4.45E+00;6.41E+00;-7.59E-01;2.79E+00;1.33E+01;13.46721172;13.30746555;13.51692581;13.52599621
1.51E+01;314;3.50E-04;4.71E+00;6.89E+00;-4.00E-01;2.68E+00;1.35E+01;13.53722668;13.47095871;13.71089458;13.71368504
1.51E+01;314;3.50E-04;4.97E+00;7.36E+00;-4.85E-02;2.55E+00;1.36E+01;13.59848213;13.56396961;13.77558136;13.76162148
1.51E+01;314;3.50E-04;5.24E+00;7.78E+00;2.92E-01;2.40E+00;1.37E+01;13.69875813;13.69301414;13.87211132;13.84420109
1.51E+01;314;3.50E-04;5.50E+00;8.32E+00;6.24E-01;2.37E+00;1.38E+01;13.8035183;13.80826378;13.99329185;13.99957085
1.51E+01;314;3.50E-04;5.76E+00;8.83E+00;9.52E-01;2.33E+00;1.39E+01;13.84101391;13.85625839;13.98189545;13.99398804
1.51E+01;314;3.50E-04;6.02E+00;9.38E+00;1.28E+00;2.33E+00;1.40E+01;13.99946117;13.99896145;14.00003624;14.00003624
1.51E+01;324;3.50E-04;5.74E-02;-1.16E+00;-1.15E+00;-7.30E-02;1.04E+01;10.48697281;10.51896763;10.61487961;10.3358984
1.51E+01;324;3.50E-04;7.31E-02;-1.43E+00;-1.44E+00;-5.99E-02;1.06E+01;10.60847282;10.66122818;10.69765377;10.47963428
1.51E+01;324;3.50E-04;9.36E-02;-1.77E+00;-1.80E+00;-7.01E-02;1.07E+01;10.73025131;10.75925922;10.79529285;10.60789871
1.51E+01;324;3.50E-04;1.20E-01;-2.12E+00;-2.22E+00;-2.89E-02;1.08E+01;10.81451988;10.83727646;10.87868309;10.71426296
1.51E+01;324;3.50E-04;1.54E-01;-2.50E+00;-2.71E+00;4.64E-02;1.09E+01;10.91403103;10.9362812;11.0035038;10.7949028
1.51E+01;324;3.50E-04;1.99E-01;-2.90E+00;-3.29E+00;1.75E-01;1.10E+01;11.04202461;11.0720129;11.08006001;10.94577217
1.51E+01;324;3.50E-04;2.58E-01;-3.34E+00;-3.95E+00;3.22E-01;1.11E+01;11.13100338;11.19048691;11.13853836;11.04086113
1.51E+01;324;3.50E-04;3.33E-01;-3.71E+00;-4.67E+00;5.88E-01;1.12E+01;11.24574184;11.24598598;11.22840309;11.17988682
1.51E+01;324;3.50E-04;4.31E-01;-3.98E+00;-5.46E+00;9.72E-01;1.13E+01;11.34225464;11.33349991;11.29335213;11.26547623
1.51E+01;324;3.50E-04;5.57E-01;-4.16E+00;-6.28E+00;1.45E+00;1.14E+01;11.41825962;11.41150665;11.40390015;11.33324814
1.51E+01;324;3.50E-04;7.15E-01;-4.06E+00;-7.13E+00;2.16E+00;1.15E+01;11.60377789;11.62877846;11.52046585;11.48832703
1.51E+01;324;3.50E-04;9.09E-01;-3.67E+00;-7.95E+00;3.08E+00;1.16E+01;11.70977592;11.72702408;11.63558388;11.6395483
1.51E+01;324;3.50E-04;1.14E+00;-2.86E+00;-8.72E+00;4.30E+00;1.17E+01;11.77976036;11.76951599;11.70443153;11.73556614
1.51E+01;324;3.50E-04;1.40E+00;-1.69E+00;-9.39E+00;5.71E+00;1.18E+01;11.84425545;11.87100124;11.7793169;11.82203388
1.51E+01;324;3.50E-04;1.67E+00;-3.09E-01;-9.92E+00;7.19E+00;1.20E+01;12.0039959;11.96374798;11.90863895;11.94864655
1.51E+01;324;3.50E-04;1.95E+00;8.53E-01;-1.02E+01;8.28E+00;1.21E+01;12.11727047;12.10351944;12.03606224;12.06746769
1.51E+01;324;3.50E-04;2.20E+00;1.78E+00;-1.03E+01;8.93E+00;1.22E+01;12.20129299;12.19804001;12.16836262;12.20672512
1.51E+01;324;3.50E-04;2.43E+00;2.49E+00;-9.91E+00;9.08E+00;1.23E+01;12.29726601;12.29601765;12.29206085;12.30554676
1.51E+01;324;3.50E-04;2.62E+00;3.00E+00;-8.97E+00;8.59E+00;1.24E+01;12.48724937;12.4837513;12.4730463;12.50142765
1.51E+01;324;3.50E-04;2.81E+00;3.45E+00;-7.18E+00;7.32E+00;1.25E+01;12.50050068;12.4992485;12.51212406;12.57283211
1.51E+01;324;3.50E-04;2.99E+00;3.84E+00;-4.64E+00;5.28E+00;1.26E+01;12.68998146;12.69023132;12.69586563;12.70795631
1.51E+01;324;3.50E-04;3.17E+00;4.24E+00;-3.04E+00;4.02E+00;1.27E+01;12.73721886;12.7254715;12.7200346;12.79832172
1.51E+01;324;3.50E-04;3.37E+00;4.67E+00;-2.43E+00;3.69E+00;1.28E+01;12.81195641;12.8034544;12.85995197;12.87833023
1.51E+01;324;3.50E-04;3.57E+00;5.02E+00;-2.02E+00;3.45E+00;1.29E+01;12.94849396;12.91123295;13.02928638;13.05114651
1.51E+01;324;3.50E-04;3.79E+00;5.43E+00;-1.64E+00;3.29E+00;1.30E+01;13.07850933;13.06326008;13.15467453;13.200737
1.51E+01;324;3.50E-04;4.02E+00;5.88E+00;-1.26E+00;3.15E+00;1.31E+01;13.23823071;13.19824696;13.29165554;13.30119038
1.51E+01;324;3.50E-04;4.26E+00;6.26E+00;-8.76E-01;2.93E+00;1.32E+01;13.37545872;13.26097775;13.42974854;13.44950104
1.51E+01;324;3.50E-04;4.51E+00;6.73E+00;-4.99E-01;2.81E+00;1.33E+01;13.38120937;13.36046219;13.502738;13.50343609
1.51E+01;324;3.50E-04;4.76E+00;7.17E+00;-1.32E-01;2.66E+00;1.35E+01;13.51070595;13.49245071;13.70088959;13.70368099
1.51E+01;324;3.50E-04;5.01E+00;7.61E+00;2.22E-01;2.52E+00;1.36E+01;13.61174011;13.59449482;13.75999165;13.75859737
1.51E+01;324;3.50E-04;5.27E+00;8.09E+00;5.66E-01;2.42E+00;1.37E+01;13.72051907;13.71051502;13.80559254;13.81605911
1.51E+01;324;3.50E-04;5.53E+00;8.53E+00;9.01E-01;2.30E+00;1.38E+01;13.81202221;13.81651592;13.99910545;14.00003624
1.51E+01;324;3.50E-04;5.78E+00;9.08E+00;1.23E+00;2.31E+00;1.39E+01;13.90098953;13.90549278;13.96747494;13.98561478
1.51E+01;324;3.50E-04;6.03E+00;9.64E+00;1.56E+00;2.32E+00;1.40E+01;13.9999609;13.9999609;14.00003624;14.00003624
1.51E+01;334;3.50E-04;7.26E-02;-1.15E+00;-1.15E+00;-7.72E-02;1.04E+01;10.48497295;10.51796818;10.61806393;10.32967567
1.51E+01;334;3.50E-04;9.20E-02;-1.42E+00;-1.44E+00;-7.02E-02;1.06E+01;10.60922337;10.66497993;10.70628071;10.45895863
1.51E+01;334;3.50E-04;1.17E-01;-1.77E+00;-1.80E+00;-8.50E-02;1.07E+01;10.72849846;10.75875664;10.7910738;10.58674526
1.51E+01;334;3.50E-04;1.49E-01;-2.12E+00;-2.23E+00;-4.37E-02;1.08E+01;10.81626987;10.83577728;10.87997055;10.71677399
1.51E+01;334;3.50E-04;1.91E-01;-2.50E+00;-2.73E+00;3.20E-02;1.09E+01;10.92353153;10.95303059;11.02595997;10.79346561
1.51E+01;334;3.50E-04;2.44E-01;-2.91E+00;-3.33E+00;1.64E-01;1.10E+01;11.04602432;11.07476425;11.07257748;10.87797737
1.51E+01;334;3.50E-04;3.12E-01;-3.35E+00;-4.00E+00;3.22E-01;1.11E+01;11.1382513;11.20523548;11.15622425;11.01616859
1.51E+01;334;3.50E-04;3.98E-01;-3.70E+00;-4.76E+00;6.12E-01;1.12E+01;11.250494;11.26549053;11.23480606;11.18074608
1.51E+01;334;3.50E-04;5.08E-01;-4.01E+00;-5.58E+00;9.89E-01;1.13E+01;11.35300541;11.34299946;11.30452538;11.23890877
1.51E+01;334;3.50E-04;6.45E-01;-4.12E+00;-6.45E+00;1.56E+00;1.14E+01;11.47277069;11.4920187;11.41513538;11.31609631
1.51E+01;334;3.50E-04;8.14E-01;-3.98E+00;-7.35E+00;2.34E+00;1.15E+01;11.63802719;11.66852951;11.56372452;11.49676418
1.51E+01;334;3.50E-04;1.02E+00;-3.51E+00;-8.22E+00;3.38E+00;1.16E+01;11.713521;11.7322731;11.6441927;11.63864422
1.51E+01;334;3.50E-04;1.25E+00;-2.61E+00;-9.04E+00;4.71E+00;1.17E+01;11.79350948;11.78326416;11.70210457;11.72409058
1.51E+01;334;3.50E-04;1.50E+00;-1.33E+00;-9.75E+00;6.26E+00;1.18E+01;11.93149376;11.89774799;11.8304882;11.80739212
1.51E+01;334;3.50E-04;1.77E+00;9.81E-02;-1.03E+01;7.80E+00;1.20E+01;11.97624874;11.97675323;11.7895546;11.98817825
1.51E+01;334;3.50E-04;2.02E+00;1.24E+00;-1.06E+01;8.86E+00;1.21E+01;12.14628315;12.12752342;12.05931377;12.11140347
1.51E+01;334;3.50E-04;2.25E+00;2.12E+00;-1.06E+01;9.44E+00;1.22E+01;12.20028973;12.19278812;12.14348125;12.20277023
1.51E+01;334;3.50E-04;2.45E+00;2.74E+00;-1.00E+01;9.38E+00;1.23E+01;12.29451656;12.2912674;12.2778759;12.30042934
1.51E+01;334;3.50E-04;2.63E+00;3.23E+00;-8.80E+00;8.66E+00;1.24E+01;12.49374962;12.48525047;12.47397614;12.49956799
1.51E+01;334;3.50E-04;2.79E+00;3.62E+00;-6.60E+00;6.99E+00;1.25E+01;12.50124931;12.49900055;12.51026535;12.51026535
1.51E+01;334;3.50E-04;2.95E+00;4.00E+00;-4.01E+00;4.89E+00;1.26E+01;12.69423008;12.69673157;12.69842529;12.70051861
1.51E+01;334;3.50E-04;3.12E+00;4.39E+00;-2.74E+00;3.95E+00;1.27E+01;12.73596764;12.73721886;12.75162506;12.75836086
1.51E+01;334;3.50E-04;3.30E+00;4.72E+00;-2.20E+00;3.59E+00;1.28E+01;12.81095505;12.80345345;12.8227396;12.84181499
1.51E+01;334;3.50E-04;3.49E+00;5.13E+00;-1.79E+00;3.43E+00;1.29E+01;12.9710083;12.97775841;13.00322628;12.99903774
1.51E+01;334;3.50E-04;3.69E+00;5.47E+00;-1.40E+00;3.20E+00;1.30E+01;13.07875538;13.0780077;13.1314106;13.17979908
1.51E+01;334;3.50E-04;3.90E+00;5.85E+00;-1.01E+00;3.02E+00;1.31E+01;13.23423386;13.20874405;13.20515633;13.21166515
1.51E+01;334;3.50E-04;4.12E+00;6.29E+00;-6.28E-01;2.87E+00;1.32E+01;13.29921722;13.25722694;13.3000288;13.29886532
1.51E+01;334;3.50E-04;4.34E+00;6.64E+00;-2.54E-01;2.65E+00;1.33E+01;13.35321331;13.3347168;13.49832249;13.49948311
1.51E+01;334;3.50E-04;4.58E+00;7.10E+00;1.10E-01;2.54E+00;1.35E+01;13.48144531;13.48644638;13.57716274;13.54553413
1.51E+01;334;3.50E-04;4.81E+00;7.53E+00;4.60E-01;2.40E+00;1.36E+01;13.64225578;13.62998772;13.70135498;13.70042515
1.51E+01;334;3.50E-04;5.05E+00;7.97E+00;7.95E-01;2.30E+00;1.37E+01;13.74002457;13.72602081;13.79977703;13.79931164
1.51E+01;334;3.50E-04;5.29E+00;8.44E+00;1.12E+00;2.23E+00;1.38E+01;13.78802299;13.78726959;13.90932655;13.80861664
1.51E+01;334;3.50E-04;5.52E+00;8.93E+00;1.44E+00;2.20E+00;1.39E+01;13.9574728;13.96297359;13.99957085;13.99817562
1.51E+01;334;3.50E-04;5.75E+00;9.47E+00;1.76E+00;2.22E+00;1.40E+01;13.99896145;13.99946117;13.99910545;13.99631405
1.70E+01;294;3.50E-04;-3.63E+00;-4.04E+00;-3.59E-01;-3.70E-02;1.04E+01;10.49346542;10.50246429;10.4721365;10.44821262
1.70E+01;294;3.50E-04;-4.29E+00;-4.78E+00;-4.27E-01;-4.35E-02;1.06E+01;10.61046886;10.63772488;10.5637455;10.54471207
1.70E+01;294;3.50E-04;-5.01E+00;-5.59E+00;-5.02E-01;-5.13E-02;1.07E+01;10.69847965;10.7022295;10.70298672;10.70070362
1.70E+01;294;3.50E-04;-5.78E+00;-6.46E+00;-5.82E-01;-6.11E-02;1.08E+01;10.78576946;10.79602909;10.75695133;10.74932575
1.70E+01;294;3.50E-04;-6.57E+00;-7.36E+00;-6.67E-01;-7.34E-02;1.09E+01;10.82803059;10.85203457;10.84208012;10.85236359
1.70E+01;294;3.50E-04;-7.39E+00;-8.30E+00;-7.56E-01;-8.77E-02;1.10E+01;10.98953342;11.0005331;10.99812603;10.99235344
1.70E+01;294;3.50E-04;-8.21E+00;-9.24E+00;-8.49E-01;-1.05E-01;1.11E+01;11.11750031;11.16273975;11.11278057;11.10571194
1.70E+01;294;3.50E-04;-9.02E+00;-1.02E+01;-9.45E-01;-1.67E-01;1.12E+01;11.20122719;11.20697784;11.2081356;11.20914555
1.70E+01;294;3.50E-04;-9.82E+00;-1.12E+01;-1.04E+00;-1.88E-01;1.13E+01;11.2889967;11.29449654;11.28839302;11.27270985
1.70E+01;294;3.50E-04;-1.06E+01;-1.21E+01;-1.15E+00;-2.10E-01;1.14E+01;11.31549835;11.33550549;11.35490036;11.33420658
1.70E+01;294;3.50E-04;-1.14E+01;-1.30E+01;-1.26E+00;-2.31E-01;1.15E+01;11.49653625;11.50153732;11.50091171;11.49167538
1.70E+01;294;3.50E-04;-1.21E+01;-1.40E+01;-1.38E+00;-2.42E-01;1.16E+01;11.5950346;11.60053253;11.60045052;11.58239079
1.70E+01;294;3.50E-04;-1.29E+01;-1.49E+01;-1.51E+00;-2.56E-01;1.17E+01;11.72477531;11.71702766;11.70324993;11.69700527
1.70E+01;294;3.50E-04;-1.37E+01;-1.59E+01;-1.64E+00;-2.74E-01;1.18E+01;11.80550289;11.79850292;11.78259087;11.74938107
1.70E+01;294;3.50E-04;-1.45E+01;-1.69E+01;-1.78E+00;-2.97E-01;1.20E+01;11.9622488;11.94449234;11.83562183;11.85190296
1.70E+01;294;3.50E-04;-1.53E+01;-1.79E+01;-1.93E+00;-3.26E-01;1.21E+01;12.00824165;12.01599216;12.00562;11.9972496
1.70E+01;294;3.50E-04;-1.62E+01;-1.90E+01;-2.08E+00;-3.55E-01;1.22E+01;12.18479443;12.16228008;12.14698219;12.04978752
1.70E+01;294;3.50E-04;-1.71E+01;-2.02E+01;-2.25E+00;-3.69E-01;1.23E+01;12.25677681;12.24278164;12.22253513;12.20114422
1.70E+01;294;3.50E-04;-1.81E+01;-2.14E+01;-2.43E+00;-3.86E-01;1.24E+01;12.33576107;12.33426476;12.29763889;12.27857018
1.70E+01;294;3.50E-04;-1.91E+01;-2.27E+01;-2.61E+00;-4.17E-01;1.25E+01;12.48999882;12.42800808;12.31764317;12.36215496
1.70E+01;294;3.50E-04;-2.01E+01;-2.41E+01;-2.78E+00;-5.11E-01;1.26E+01;12.57924271;12.56449699;12.50794029;12.49987602
1.70E+01;294;3.50E-04;-2.12E+01;-2.55E+01;-2.97E+00;-5.54E-01;1.27E+01;12.70048141;12.69798183;12.66469765;12.59050465
1.70E+01;294;3.50E-04;-2.24E+01;-2.70E+01;-3.17E+00;-5.80E-01;1.28E+01;12.74771309;12.77096081;12.71632004;12.73257637
1.70E+01;294;3.50E-04;-2.36E+01;-2.85E+01;-3.37E+00;-6.14E-01;1.29E+01;12.82570267;12.81070042;12.8020401;12.80483246
1.70E+01;294;3.50E-04;-2.48E+01;-3.01E+01;-3.57E+00;-6.60E-01;1.30E+01;12.99501896;12.98826218;12.92228603;12.86972713
1.70E+01;294;3.50E-04;-2.61E+01;-3.18E+01;-3.79E+00;-6.90E-01;1.31E+01;13.017766;13.06676292;13.01485729;13.05626488
1.70E+01;294;3.50E-04;-2.74E+01;-3.35E+01;-3.99E+00;-7.37E-01;1.32E+01;13.1999979;13.2047472;13.17700577;13.15237236
1.70E+01;294;3.50E-04;-2.88E+01;-3.53E+01;-4.19E+00;-8.43E-01;1.33E+01;13.27822304;13.23473549;13.20840931;13.23234844
1.70E+01;294;3.50E-04;-3.01E+01;-3.70E+01;-4.39E+00;-8.91E-01;1.35E+01;13.41845989;13.35721016;13.30583954;13.30094433
1.70E+01;294;3.50E-04;-3.15E+01;-3.88E+01;-4.61E+00;-8.74E-01;1.36E+01;13.49894333;13.49944401;13.48925114;13.37890434
1.70E+01;294;3.50E-04;-3.29E+01;-4.06E+01;-4.80E+00;-9.84E-01;1.37E+01;13.62573338;13.56796932;13.53901768;13.57214069
1.70E+01;294;3.50E-04;-3.43E+01;-4.24E+01;-4.99E+00;-1.05E+00;1.38E+01;13.70901966;13.70001984;13.69949436;13.69904995
1.70E+01;294;3.50E-04;-3.56E+01;-4.42E+01;-5.19E+00;-1.09E+00;1.39E+01;13.79402733;13.77852726;13.73136997;13.73185539
1.70E+01;294;3.50E-04;-3.70E+01;-4.60E+01;-5.38E+00;-1.15E+00;1.40E+01;13.81302357;13.81602097;13.87327576;13.80192566
1.70E+01;304;3.50E-04;-3.25E+00;-3.66E+00;-3.64E-01;-3.95E-02;1.04E+01;10.49846458;10.50246334;10.4218874;10.43446636
1.70E+01;304;3.50E-04;-3.86E+00;-4.36E+00;-4.33E-01;-4.86E-02;1.06E+01;10.66947746;10.67147732;10.54143333;10.54264355
1.70E+01;304;3.50E-04;-4.54E+00;-5.13E+00;-5.09E-01;-5.93E-02;1.07E+01;10.69972992;10.70072937;10.66532803;10.65646172
1.70E+01;304;3.50E-04;-5.26E+00;-5.96E+00;-5.92E-01;-7.21E-02;1.08E+01;10.79828167;10.79928112;10.74462414;10.75561619
1.70E+01;304;3.50E-04;-6.01E+00;-6.83E+00;-6.81E-01;-8.70E-02;1.09E+01;10.85728073;10.89153576;10.81673145;10.84054661
1.70E+01;304;3.50E-04;-6.79E+00;-7.77E+00;-7.74E-01;-1.46E-01;1.10E+01;11.00003338;10.99903297;10.96277714;10.95725155
1.70E+01;304;3.50E-04;-7.57E+00;-8.68E+00;-8.72E-01;-1.65E-01;1.11E+01;11.1957283;11.19447899;11.05021954;11.07301998
1.70E+01;304;3.50E-04;-8.34E+00;-9.60E+00;-9.73E-01;-1.85E-01;1.12E+01;11.21522903;11.21522999;11.2030201;11.19246674
1.70E+01;304;3.50E-04;-9.10E+00;-1.05E+01;-1.08E+00;-2.05E-01;1.13E+01;11.29974842;11.29974842;11.25791836;11.25945759
1.70E+01;304;3.50E-04;-9.84E+00;-1.14E+01;-1.19E+00;-2.27E-01;1.14E+01;11.40401745;11.39201736;11.3686161;11.34531403
1.70E+01;304;3.50E-04;-1.06E+01;-1.23E+01;-1.31E+00;-2.39E-01;1.15E+01;11.49103546;11.50003719;11.47999001;11.45378113
1.70E+01;304;3.50E-04;-1.13E+01;-1.32E+01;-1.44E+00;-2.52E-01;1.16E+01;11.67303371;11.69553185;11.62370872;11.58678532
