  i	       x(um)	        y	      Ec(eV)	      Fn(eV)	      Fp(eV)	      Ev(eV)	     n(/cm3)	     p(/cm3)	rho(defect) (/cm3)	net doping (/cm3)	   rho(/cm3)	     E(V/cm)	  jn(mA/cm2)	  jp(mA/cm2)	  jn_tunnel(mA/cm2)	  jp_tunnel(mA/cm2)	jtot(mA/cm2)	 generation(#/cm3.s)	  recombination(#/cm3.s)	cumulative generation (mA/cm2)	cumulative recombination L to R (mA/cm2)	cumulative recombination R to L (mA/cm2)
 258	      17.897729	     0.37879240	     0.10046653	     0.00000000	    -0.34264888	    -0.97883270	   1.13560482e+18	   1.22681002e+10	   0.00000000e+00	   1.14070504e+18	   5.10023812e+15	  -7.30972797e+03	  -2.58135219e+01	  -2.86667116e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801931e+01	   8.75832772e+20	    5.39532770e+15	   5.61800411e+00	    1.57314256e+00	    2.74399921e+00
 259	      17.910945	     0.41268035	     0.09148304	     0.00000000	    -0.35386847	    -0.98439986	   1.54220337e+18	   1.48732991e+10	   0.00000000e+00	   1.54135325e+18	  -8.50096324e+14	  -6.88269709e+03	  -2.60005185e+01	  -2.67967465e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801931e+01	   8.93840869e+20	    1.20632866e+16	   5.43066195e+00	    1.57314441e+00	    2.74399736e+00
 260	      17.924450	     0.44730685	     0.08207055	     0.00000000	    -0.36349348	    -0.98990650	   2.12521633e+18	   1.71135583e+10	   0.00000000e+00	   2.12832793e+18	   3.11161420e+15	  -6.65052005e+03	  -2.61958165e+01	  -2.48437670e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801932e+01	   9.15238663e+20	    2.63580875e+16	   5.23497432e+00	    1.57314857e+00	    2.74399321e+00
 261	      17.938130	     0.48238496	     0.07341506	     0.00000000	    -0.37185620	    -0.99477102	   2.85407049e+18	   1.92795783e+10	   0.00000000e+00	   2.85459327e+18	   5.22796174e+14	  -6.27252965e+03	  -2.63984417e+01	  -2.28175150e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801932e+01	   9.37800348e+20	    5.35537108e+16	   5.03191737e+00	    1.57315733e+00	    2.74398445e+00
 262	      17.951870	     0.51761504	     0.06487180	     0.00000000	    -0.37909916	    -0.99934103	   3.81826130e+18	   2.11176133e+10	   0.00000000e+00	   3.82184122e+18	   3.57994583e+15	  -5.84398263e+03	  -2.66071618e+01	  -2.07303126e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801930e+01	   9.62961742e+20	    1.04987048e+17	   4.82272853e+00	    1.57317477e+00	    2.74396700e+00
 263	      17.965550	     0.55269315	     0.05738632	     0.00000000	    -0.38530270	    -1.00316126	   4.92738329e+18	   2.29037668e+10	   0.00000000e+00	   4.92967053e+18	   2.28725961e+15	  -5.23377433e+03	  -2.68205268e+01	  -1.85966618e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801930e+01	   9.88718565e+20	    1.89625798e+17	   4.60886242e+00	    1.57320706e+00	    2.74393472e+00
 264	      17.979055	     0.58731965	     0.05063557	     0.00000000	    -0.39051197	    -1.00645616	   6.20149662e+18	   2.44473028e+10	   0.00000000e+00	   6.20885932e+18	   7.36272664e+15	  -4.24306575e+03	  -2.70367921e+01	  -1.64340126e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801934e+01	   1.01548266e+21	    3.20612659e+17	   4.39206853e+00	    1.57326225e+00	    2.74387953e+00
 265	      17.992271	     0.62120760	     0.04600550	     0.00000000	    -0.39476028	    -1.00865686	   7.26106289e+18	   2.62135590e+10	   0.00000000e+00	   7.25609787e+18	  -4.96500031e+15	  -4.00215539e+03	  -2.72537531e+01	  -1.42644022e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801933e+01	   1.03910886e+21	    4.71283816e+17	   4.17456424e+00	    1.57334608e+00	    2.74379570e+00
 266	      18.005095	     0.65409048	     0.04025223	     0.00000000	    -0.39817086	    -1.01123975	   8.83328341e+18	   2.69632373e+10	   0.00000000e+00	   8.83848258e+18	   5.19920162e+15	  -3.97932202e+03	  -2.74696522e+01	  -1.21054075e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801930e+01	   1.06817094e+21	    7.17417467e+17	   3.95809844e+00	    1.57346819e+00	    2.74367359e+00
 267	      18.017434	     0.68572901	     0.03594393	     0.00000000	    -0.40086294	    -1.01312625	   1.02297569e+19	   2.77134661e+10	   0.00000000e+00	   1.02338106e+19	   4.05368941e+15	  -3.11135257e+03	  -2.76828936e+01	  -9.97299413e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801930e+01	   1.09516987e+21	    9.88955492e+17	   3.74428331e+00	    1.57363684e+00	    2.74350494e+00
 268	      18.029207	     0.71591654	     0.03270804	     0.00000000	    -0.40289604	    -1.01451145	   1.14219845e+19	   2.83319730e+10	   0.00000000e+00	   1.14173834e+19	  -4.60106680e+15	  -3.16034454e+03	  -2.78912792e+01	  -7.88913858e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801930e+01	   1.12058646e+21	    1.26041928e+18	   3.53533130e+00	    1.57384896e+00	    2.74329282e+00
 269	      18.040348	     0.74448296	     0.02875297	     0.00000000	    -0.40436616	    -1.01613627	   1.30694823e+19	   2.81830492e+10	   0.00000000e+00	   1.30649670e+19	  -4.51521116e+15	  -3.93246345e+03	  -2.80933354e+01	  -5.86857883e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801933e+01	   1.14999548e+21	    1.64157082e+18	   3.33270758e+00	    1.57410793e+00	    2.74303385e+00
 270	      18.050806	     0.77129714	     0.02426520	     0.00000000	    -0.40536131	    -1.01791458	   1.52284890e+19	   2.74410558e+10	   0.00000000e+00	   1.52220221e+19	  -6.46693878e+15	  -4.80556024e+03	  -2.82882009e+01	  -3.91991698e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801926e+01	   1.18325146e+21	    2.17004697e+18	   3.13726364e+00	    1.57442721e+00	    2.74271457e+00
 271	      18.060544	     0.79626749	     0.01911908	     0.00000000	    -0.40594324	    -1.01985754	   1.81466203e+19	   2.61977487e+10	   0.00000000e+00	   1.81516692e+19	   5.04895282e+15	  -4.91054042e+03	  -2.84751810e+01	  -2.05012027e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801931e+01	   1.22155827e+21	    2.94177861e+18	   2.94967671e+00	    1.57482596e+00	    2.74231582e+00
 272	      18.069543	     0.81934128	     0.01501102	     0.00000000	    -0.40615728	    -1.02137359	   2.08725830e+19	   2.50610967e+10	   0.00000000e+00	   2.08526135e+19	  -1.99694866e+16	  -5.93127753e+03	  -2.86533338e+01	  -2.68598463e-02	   0.00000000e+00	   0.00000000e+00	  -2.86801936e+01	   1.25861802e+21	    3.72311857e+18	   2.77090509e+00	    1.57530637e+00	    2.74183541e+00
 273	      18.077796	     0.84050240	     0.00908203	     0.00000000	    -0.40604888	    -1.02338698	   2.55445298e+19	   2.33134952e+10	   0.00000000e+00	   2.55451009e+19	   5.71200934e+14	  -7.14833927e+03	  -2.88222859e+01	   1.42092647e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801933e+01	   1.30772562e+21	    5.18749253e+18	   2.60125639e+00	    1.57589540e+00	    2.74124637e+00
 274	      18.085310	     0.85976813	     0.00373555	     0.00000000	    -0.40565681	    -1.02520460	   3.06479439e+19	   2.16229140e+10	   0.00000000e+00	   3.05391353e+19	  -1.08808564e+17	  -1.33309705e+04	  -2.89820387e+01	   3.01844805e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801939e+01	   1.35960558e+21	    6.92581826e+18	   2.44072515e+00	    1.57662443e+00	    2.74051734e+00
 275	      18.092102	     0.87718504	    -0.00913628	     0.00000000	    -0.40500784	    -1.02885633	   4.75165854e+19	   1.86759888e+10	   0.00000000e+00	   4.74345341e+19	  -8.20512580e+16	  -2.31868717e+04	  -2.91343815e+01	   4.54191092e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801904e+01	   1.46391219e+21	    1.43789807e+19	   2.28710123e+00	    1.57778360e+00	    2.73935818e+00
 276	      18.098201	     0.89282435	    -0.02559929	     0.00000000	    -0.40409984	    -1.03265735	   8.32572654e+19	   1.59078535e+10	   0.00000000e+00	   8.32148501e+19	  -4.24152988e+16	  -2.89582665e+04	  -2.92824173e+01	   6.02224957e-01	   0.00000000e+00	   0.00000000e+00	  -2.86801923e+01	   1.62110535e+21	    3.76019036e+19	   2.13638077e+00	    1.58032316e+00	    2.73681862e+00
 277	      18.103643	     0.90677699	    -0.04231181	     0.00000000	    -0.40288141	    -1.03545265	   1.47126431e+20	   1.38748046e+10	   0.00000000e+00	   1.47199480e+20	   7.30496674e+16	  -2.76909766e+04	  -2.94267554e+01	   7.46554246e-01	   0.00000000e+00	   0.00000000e+00	  -2.86802012e+01	   1.83253467e+21	    1.02414675e+20	   1.98584816e+00	    1.58642601e+00	    2.73071577e+00
 278	      18.108468	     0.91914872	    -0.05437977	     0.00000000	    -0.40121314	    -1.03679761	   2.21942797e+20	   1.25211706e+10	   0.00000000e+00	   2.22136939e+20	   1.94142270e+17	  -1.78901096e+04	  -2.95652991e+01	   8.85096076e-01	   0.00000000e+00	   0.00000000e+00	  -2.86802030e+01	   2.06412591e+21	    2.10320172e+20	   1.83524981e+00	    1.59851261e+00	    2.71862917e+00
 279	      18.112722	     0.93005541	    -0.05931909	     0.00000000	    -0.39901367	    -1.03721573	   2.62615489e+20	   1.14529334e+10	   0.00000000e+00	   2.62718138e+20	   1.02648475e+17	  -8.29270205e+03	  -2.96965896e+01	   1.01640293e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801866e+01	   2.26799482e+21	    2.69346448e+20	   1.68764837e+00	    1.61485552e+00	    2.70228626e+00
 280	      18.116451	     0.93961871	    -0.06132648	     0.00000000	    -0.39638973	    -1.03734052	   2.81203296e+20	   1.04291295e+10	   0.00000000e+00	   2.81204445e+20	   1.14938469e+15	  -5.34958998e+03	  -2.98218187e+01	   1.14165416e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801645e+01	   2.47460939e+21	    2.81217707e+20	   1.54596406e+00	    1.63130351e+00	    2.68583827e+00
 281	      18.119705	     0.94796225	    -0.06305797	     0.00000000	    -0.39340637	    -1.03742954	   2.98289902e+20	   9.39271111e+09	   0.00000000e+00	   2.98392287e+20	   1.02384671e+17	  -2.78838691e+03	  -2.99423504e+01	   1.26213063e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802197e+01	   2.71321909e+21	    2.84984864e+20	   1.41074657e+00	    1.64606123e+00	    2.67108055e+00
 282	      18.122531	     0.95520839	    -0.06322435	     0.00000000	    -0.39013578	    -1.03744715	   2.99985449e+20	   8.39731941e+09	   0.00000000e+00	   3.00000000e+20	   1.45506501e+16	  -2.76135628e+02	  -3.00584587e+01	   1.37828161e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801771e+01	   2.95926534e+21	    2.57688301e+20	   1.28234298e+00	    1.65834529e+00	    2.65879648e+00
 283	      18.124975	     0.96147562	    -0.06322576	     0.00000000	    -0.38667989	    -1.03744856	   2.99999836e+20	   7.46429020e+09	   0.00000000e+00	   3.00000000e+20	   1.64300263e+14	  -2.70615338e+00	  -3.01700906e+01	   1.48994071e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801499e+01	   3.22694372e+21	    2.29078382e+20	   1.16122807e+00	    1.66787531e+00	    2.64926646e+00
 284	      18.127082	     0.96687654	    -0.06322577	     0.00000000	    -0.38306484	    -1.03744857	   2.99999998e+20	   6.59936631e+09	   0.00000000e+00	   3.00000000e+20	   2.48081936e+12	  -3.54506021e-02	  -3.02767272e+01	   1.59648243e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802447e+01	   3.51214450e+21	    2.02534115e+20	   1.04752652e+00	    1.67515746e+00	    2.64198432e+00
 285	      18.128891	     0.97151642	    -0.06322577	     0.00000000	    -0.37930715	    -1.03744857	   3.00000000e+20	   5.80638283e+09	   0.00000000e+00	   3.00000000e+20	   5.02427336e+10	  -6.31344310e-04	  -3.03773958e+01	   1.69722757e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801682e+01	   3.80744074e+21	    1.78197455e+20	   9.41432715e-01	    1.68067598e+00	    2.63646580e+00
 286	      18.130442	     0.97549224	    -0.06322577	     0.00000000	    -0.37542244	    -1.03744857	   3.00000000e+20	   5.08662595e+09	   0.00000000e+00	   3.00000000e+20	   1.40933339e+09	  -2.24989319e-05	  -3.04717899e+01	   1.79156408e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802258e+01	   4.10525914e+21	    1.56108116e+20	   8.43156511e-01	    1.68482807e+00	    2.63231371e+00
 287	      18.131768	     0.97889222	    -0.06322577	     0.00000000	    -0.37142519	    -1.03744857	   3.00000000e+20	   4.43903735e+09	   0.00000000e+00	   3.00000000e+20	   1.37906246e+09	   5.59294417e-06	  -3.05593257e+01	   1.87902724e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802984e+01	   4.39863287e+21	    1.36233622e+20	   7.52834783e-01	    1.68793310e+00	    2.62920868e+00
 288	      18.132900	     0.98179572	    -0.06322577	     0.00000000	    -0.36732815	    -1.03744857	   3.00000000e+20	   3.86074789e+09	   0.00000000e+00	   3.00000000e+20	   3.11749686e+10	   2.85839195e-04	  -3.06395070e+01	   1.95934776e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801593e+01	   4.68172482e+21	    1.18485918e+20	   6.70473871e-01	    1.69024346e+00	    2.62689832e+00
 289	      18.133867	     0.98427333	    -0.06322577	     0.00000000	    -0.36314165	    -1.03744857	   2.99999999e+20	   3.34757685e+09	   0.00000000e+00	   3.00000000e+20	   5.47802188e+11	   4.53893133e-03	  -3.07125438e+01	   2.03246639e+00	   0.00000000e+00	   0.00000000e+00	  -2.86800775e+01	   4.95009577e+21	    1.02736698e+20	   5.95925408e-01	    1.69195568e+00	    2.62518610e+00
 290	      18.134691	     0.98638732	    -0.06322577	     0.00000000	    -0.35887278	    -1.03744857	   2.99999993e+20	   2.89448143e+09	   0.00000000e+00	   3.00000000e+20	   7.27249639e+12	   5.35547584e-02	  -3.07786663e+01	   2.09852076e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801456e+01	   5.20074946e+21	    8.88311961e+19	   5.28890380e-01	    1.69322077e+00	    2.62392100e+00
 291	      18.135395	     0.98819212	    -0.06322577	     0.00000000	    -0.35452440	    -1.03744857	   2.99999926e+20	   2.49594416e+09	   0.00000000e+00	   3.00000000e+20	   7.37998843e+13	   4.87379075e-01	  -3.08380385e+01	   2.15781356e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802249e+01	   5.43201585e+21	    7.66000539e+19	   4.68942522e-01	    1.69415348e+00	    2.62298830e+00
 292	      18.135997	     0.98973500	    -0.06322572	     0.00000000	    -0.35009418	    -1.03744852	   2.99999419e+20	   2.14629129e+09	   0.00000000e+00	   3.00000000e+20	   5.81144133e+14	   3.48339980e+00	  -3.08910399e+01	   2.21077169e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802682e+01	   5.64333950e+21	    6.58689897e+19	   4.15561758e-01	    1.69484015e+00	    2.62230163e+00
 293	      18.136512	     0.99105667	    -0.06322542	     0.00000000	    -0.34557329	    -1.03744822	   2.99996384e+20	   1.83994444e+09	   0.00000000e+00	   3.00000000e+20	   3.61591526e+15	   1.99301743e+01	  -3.09381403e+01	   2.25790396e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802364e+01	   5.83503043e+21	    5.64660987e+19	   3.68170055e-01	    1.69534525e+00	    2.62179653e+00
 294	      18.136955	     0.99219207	    -0.06322400	     0.00000000	    -0.34094493	    -1.03744680	   2.99981856e+20	   1.57161896e+09	   0.00000000e+00	   3.00000000e+20	   1.81437058e+16	   9.31804055e+01	  -3.09797911e+01	   2.29976271e+00	   0.00000000e+00	   0.00000000e+00	  -2.86800284e+01	   6.00801876e+21	    4.82267168e+19	   3.26164407e-01	    1.69571658e+00	    2.62142520e+00
 295	      18.137337	     0.99317096	    -0.06321843	     0.00000000	    -0.33618237	    -1.03744123	   2.99924962e+20	   1.33648987e+09	   0.00000000e+00	   3.00000000e+20	   7.50379242e+16	   3.63622431e+02	  -3.10171781e+01	   2.33691214e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802659e+01	   6.16363788e+21	    4.09959230e+19	   2.88944092e-01	    1.69598942e+00	    2.62115236e+00
 296	      18.137667	     0.99401862	    -0.06320018	     0.00000000	    -0.33124659	    -1.03742298	   2.99738491e+20	   1.13033943e+09	   0.00000000e+00	   3.00000000e+20	   2.61509128e+17	   1.20944427e+03	  -3.10503020e+01	   2.36990429e+00	   0.00000000e+00	   0.00000000e+00	  -2.86803977e+01	   6.30344762e+21	    3.46292303e+19	   2.55931128e-01	    1.69618967e+00	    2.62095211e+00
 297	      18.137955	     0.99475644	    -0.06314891	     0.00000000	    -0.32608336	    -1.03737171	   2.99215480e+20	   9.49675566e+08	   0.00000000e+00	   3.00000000e+20	   7.84519913e+17	   3.49770449e+03	  -3.10796637e+01	   2.39926247e+00	   0.00000000e+00	   0.00000000e+00	  -2.86804012e+01	   6.42909958e+21	    2.89928734e+19	   2.26584146e-01	    1.69633631e+00	    2.62080547e+00
 298	      18.138207	     0.99540246	    -0.06302293	     0.00000000	    -0.32061999	    -1.03724573	   2.97934007e+20	   7.91783419e+08	   0.00000000e+00	   3.00000000e+20	   2.06599320e+18	   8.95756428e+03	  -3.11051978e+01	   2.42547091e+00	   0.00000000e+00	   0.00000000e+00	  -2.86797269e+01	   6.54224106e+21	    2.39658648e+19	   2.00406548e-01	    1.69644319e+00	    2.62069859e+00
 299	      18.138429	     0.99597188	    -0.06274655	     0.00000000	    -0.31476187	    -1.03696935	   2.95141941e+20	   6.54669956e+08	   0.00000000e+00	   3.00000000e+20	   4.85805943e+18	   2.06471751e+04	  -3.11291577e+01	   2.44896956e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801881e+01	   6.64445153e+21	    1.94459464e+19	   1.76950111e-01	    1.69652041e+00	    2.62062137e+00
 300	      18.138626	     0.99647746	    -0.06219584	     0.00000000	    -0.30838954	    -1.03641864	   2.89656316e+20	   5.36894566e+08	   0.00000000e+00	   3.00000000e+20	   1.03436844e+19	   4.34347102e+04	  -3.11507667e+01	   2.47015266e+00	   0.00000000e+00	   0.00000000e+00	  -2.86806140e+01	   6.73720467e+21	    1.53602226e+19	   1.55815206e-01	    1.69657538e+00	    2.62056640e+00
 301	      18.138803	     0.99692996	    -0.06118443	     0.00000000	    -0.30135725	    -1.03540723	   2.79845806e+20	   4.37328441e+08	   0.00000000e+00	   3.00000000e+20	   2.01541938e+19	   8.43510854e+04	  -3.11695812e+01	   2.48936989e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802113e+01	   6.82184955e+21	    1.16784339e+19	   1.36648680e-01	    1.69661360e+00	    2.62052817e+00
 302	      18.138962	     0.99733842	    -0.05945191	     0.00000000	    -0.29349609	    -1.03367471	   2.63806437e+20	   3.54921320e+08	   0.00000000e+00	   3.00000000e+20	   3.61935627e+19	   1.52590912e+05	  -3.11874353e+01	   2.50692937e+00	   0.00000000e+00	   0.00000000e+00	  -2.86805060e+01	   6.89960559e+21	    8.42243187e+18	   1.19140221e-01	    1.69663925e+00	    2.62050253e+00
 303	      18.139107	     0.99771049	    -0.05665838	     0.00000000	    -0.28462661	    -1.03088118	   2.39857901e+20	   2.88559844e+08	   0.00000000e+00	   3.00000000e+20	   6.01420990e+19	   2.58862239e+05	  -3.12031797e+01	   2.52310165e+00	   0.00000000e+00	   0.00000000e+00	  -2.86800781e+01	   6.97156664e+21	    5.66071940e+18	   1.03017859e-01	    1.69665562e+00	    2.62048616e+00
 304	      18.139241	     0.99805264	    -0.05239003	     0.00000000	    -0.27459106	    -1.02661283	   2.07396820e+20	   2.37087034e+08	   0.00000000e+00	   3.00000000e+20	   9.26031804e+19	   4.13813808e+05	  -3.12179952e+01	   2.53812433e+00	   0.00000000e+00	   0.00000000e+00	  -2.86798709e+01	   7.03871131e+21	    3.47719286e+18	   8.80430462e-02	    1.69666539e+00	    2.62047639e+00
 305	      18.139364	     0.99837041	    -0.04618021	     0.00000000	    -0.26332177	    -1.02040301	   1.67851509e+20	   1.99549622e+08	   0.00000000e+00	   3.00000000e+20	   1.32148491e+20	   6.25570037e+05	  -3.12324094e+01	   2.55220704e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802024e+01	   7.10191693e+21	    1.91690508e+18	   7.40055888e-02	    1.69667074e+00	    2.62047104e+00
 306	      18.139481	     0.99866860	    -0.03754654	     0.00000000	    -0.25096951	    -1.01176934	   1.25079638e+20	   1.75805647e+08	   0.00000000e+00	   3.00000000e+20	   1.74920362e+20	   8.97049931e+05	  -3.12458919e+01	   2.56553642e+00	   0.00000000e+00	   0.00000000e+00	  -2.86803555e+01	   7.16197591e+21	    9.37726897e+17	   6.07186036e-02	    1.69667340e+00	    2.62046838e+00
 307	      18.139591	     0.99895140	    -0.02603538	     0.00000000	    -0.23810499	    -1.00025818	   8.45034150e+19	   1.67884001e+08	   0.00000000e+00	   3.00000000e+20	   2.15496585e+20	   1.22439998e+06	  -3.12582791e+01	   2.57828124e+00	   0.00000000e+00	   0.00000000e+00	  -2.86799978e+01	   7.21961366e+21	    4.08678611e+17	   4.80135321e-02	    1.69667459e+00	    2.62046719e+00
 308	      18.139697	     0.99922256	    -0.01125505	     0.00000000	    -0.22590647	    -0.98547785	   5.10732285e+19	   1.83319337e+08	   0.00000000e+00	   3.00000000e+20	   2.48926771e+20	   1.59777551e+06	  -3.12707314e+01	   2.59059730e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801341e+01	   7.27550769e+21	    1.62986574e+17	   3.57351783e-02	    1.69667507e+00	    2.62046670e+00
 309	      18.139799	     0.99948553	     0.00712191	     0.00000000	    -0.21597559	    -0.96710089	   2.73085591e+19	   2.44439524e+08	   0.00000000e+00	   3.00000000e+20	   2.72691441e+20	   2.00447034e+06	  -3.12829169e+01	   2.60263253e+00	   0.00000000e+00	   0.00000000e+00	  -2.86802844e+01	   7.33030848e+21	    6.21221420e+16	   2.37366436e-02	    1.69667526e+00	    2.62046652e+00
 310	      18.139900	     0.99974359	     0.02939578	     0.00000000	    -0.20942178	    -0.94482702	   1.27863862e+19	   4.17595671e+08	   0.00000000e+00	   3.00000000e+20	   2.87213614e+20	   2.43287282e+06	  -3.12946980e+01	   2.61453226e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801658e+01	   7.38466256e+21	    2.32626812e+16	   1.18739455e-02	    1.69667533e+00	    2.62046645e+00
 311	      18.140000	     1.00000000	     0.05590799	     0.00000000	    -0.20600615	    -0.91831481	   5.18189726e+18	   9.17232555e+08	   0.00000000e+00	   3.00000000e+20	   2.94818103e+20	   2.86957067e+06	  -3.13006551e+01	   2.62046642e+00	   0.00000000e+00	   0.00000000e+00	  -2.86801887e+01	   7.43923939e+21	    8.39117106e+15	   0.00000000e+00	    4.31714178e+00	    2.62046642e+00
