X GE200N GE300N Orion400N Orion600N Orion700N Osram200N Osram400N Osram600N Osram700N
1.15900E+3 9.06664E-1 9.21368E-1 8.35085E-1 8.29169E-1 8.52374E-1 6.26962E-1 7.34274E-1 6.58675E-1 6.32420E-1
1.16000E+3 9.10842E-1 9.25386E-1 8.28914E-1 8.23526E-1 8.47068E-1 6.19065E-1 7.27141E-1 6.50514E-1 6.24914E-1
1.16100E+3 9.14904E-1 9.29303E-1 8.22673E-1 8.17818E-1 8.41632E-1 6.11217E-1 7.19998E-1 6.42351E-1 6.17452E-1
1.16200E+3 9.18878E-1 9.33128E-1 8.16376E-1 8.12037E-1 8.36050E-1 6.03390E-1 7.12829E-1 6.34182E-1 6.09988E-1
1.16300E+3 9.22775E-1 9.36871E-1 8.10028E-1 8.06180E-1 8.30316E-1 5.95571E-1 7.05638E-1 6.26013E-1 6.02486E-1
1.16400E+3 9.26643E-1 9.40555E-1 8.03633E-1 8.00251E-1 8.24436E-1 5.87739E-1 6.98419E-1 6.17858E-1 5.94911E-1
1.16500E+3 9.30501E-1 9.44198E-1 7.97196E-1 7.94241E-1 8.18427E-1 5.79887E-1 6.91171E-1 6.09727E-1 5.87231E-1
1.16600E+3 9.34374E-1 9.47816E-1 7.90708E-1 7.88135E-1 8.12294E-1 5.71987E-1 6.83887E-1 6.01623E-1 5.79403E-1
1.16700E+3 9.38275E-1 9.51403E-1 7.84159E-1 7.81921E-1 8.06041E-1 5.64016E-1 6.76562E-1 5.93545E-1 5.71389E-1
1.16800E+3 9.42206E-1 9.54969E-1 7.77549E-1 7.75595E-1 7.99684E-1 5.55989E-1 6.69191E-1 5.85504E-1 5.63201E-1
1.16900E+3 9.46137E-1 9.58487E-1 7.70875E-1 7.69145E-1 7.93227E-1 5.47924E-1 6.61775E-1 5.77502E-1 5.54880E-1
1.17000E+3 9.50044E-1 9.61936E-1 7.64135E-1 7.62568E-1 7.86688E-1 5.39835E-1 6.54309E-1 5.69539E-1 5.46469E-1
1.17100E+3 9.53902E-1 9.65305E-1 7.57327E-1 7.55851E-1 7.80073E-1 5.31755E-1 6.46792E-1 5.61618E-1 5.38012E-1
1.17200E+3 9.57677E-1 9.68565E-1 7.50442E-1 7.48989E-1 7.73392E-1 5.23695E-1 6.39220E-1 5.53739E-1 5.29546E-1
1.17300E+3 9.61346E-1 9.71691E-1 7.43474E-1 7.41963E-1 7.66649E-1 5.15675E-1 6.31590E-1 5.45902E-1 5.21117E-1
1.17400E+3 9.64880E-1 9.74669E-1 7.36431E-1 7.34779E-1 7.59859E-1 5.07717E-1 6.23896E-1 5.38107E-1 5.12763E-1
1.17500E+3 9.68258E-1 9.77473E-1 7.29318E-1 7.27462E-1 7.53025E-1 4.99845E-1 6.16139E-1 5.30360E-1 5.04531E-1
1.17600E+3 9.71447E-1 9.80087E-1 7.22156E-1 7.20044E-1 7.46154E-1 4.92083E-1 6.08315E-1 5.22659E-1 4.96463E-1
1.17700E+3 9.74428E-1 9.82499E-1 7.14956E-1 7.12554E-1 7.39257E-1 4.84443E-1 6.00424E-1 5.15009E-1 4.88598E-1
1.17800E+3 9.77181E-1 9.84682E-1 7.07741E-1 7.05022E-1 7.32336E-1 4.76943E-1 5.92459E-1 5.07406E-1 4.80967E-1
1.17900E+3 9.79721E-1 9.86655E-1 7.00516E-1 6.97477E-1 7.25398E-1 4.69581E-1 5.84428E-1 4.99850E-1 4.73561E-1
1.18000E+3 9.82052E-1 9.88438E-1 6.93300E-1 6.89950E-1 7.18450E-1 4.62342E-1 5.76333E-1 4.92338E-1 4.66367E-1
1.18100E+3 9.84204E-1 9.90039E-1 6.86113E-1 6.82472E-1 7.11498E-1 4.55221E-1 5.68185E-1 4.84867E-1 4.59365E-1
1.18200E+3 9.86191E-1 9.91480E-1 6.78960E-1 6.75071E-1 7.04548E-1 4.48207E-1 5.59985E-1 4.77434E-1 4.52544E-1
1.18300E+3 9.88019E-1 9.92767E-1 6.71866E-1 6.67782E-1 6.97609E-1 4.41291E-1 5.51736E-1 4.70036E-1 4.45885E-1
1.18400E+3 9.89710E-1 9.93916E-1 6.64839E-1 6.60627E-1 6.90684E-1 4.34460E-1 5.43447E-1 4.62668E-1 4.39376E-1
1.18500E+3 9.91276E-1 9.94949E-1 6.57891E-1 6.53629E-1 6.83780E-1 4.27711E-1 5.35121E-1 4.55329E-1 4.32997E-1
1.18600E+3 9.92730E-1 9.95873E-1 6.51018E-1 6.46778E-1 6.76894E-1 4.21032E-1 5.26765E-1 4.48018E-1 4.26734E-1
1.18700E+3 9.94092E-1 9.96704E-1 6.44211E-1 6.40062E-1 6.70026E-1 4.14414E-1 5.18379E-1 4.40727E-1 4.20575E-1
1.18800E+3 9.95371E-1 9.97462E-1 6.37466E-1 6.33466E-1 6.63174E-1 4.07849E-1 5.09972E-1 4.33457E-1 4.14497E-1
1.18900E+3 9.96593E-1 9.98160E-1 6.30777E-1 6.26980E-1 6.56337E-1 4.01328E-1 5.01549E-1 4.26205E-1 4.08492E-1
1.19000E+3 9.97761E-1 9.98802E-1 6.24133E-1 6.20585E-1 6.49512E-1 3.94837E-1 4.93113E-1 4.18963E-1 4.02540E-1
1.19100E+3 9.98885E-1 9.99403E-1 6.17531E-1 6.14271E-1 6.42695E-1 3.88369E-1 4.84670E-1 4.11729E-1 3.96623E-1
1.19200E+3 1.00000E+0 1.00000E+0 6.10968E-1 6.08028E-1 6.35896E-1 3.81920E-1 4.76225E-1 4.04509E-1 3.90733E-1
