delta fi L
26 58 -8.917E-4
26 60 -9.874E-4
26 62 -1.079E-3
26 64 -1.167E-3
26 66 -1.250E-3
26 68 -1.328E-3
26 70 -1.400E-3
26 72 -1.467E-3
26 74 -1.528E-3
26 76 -1.582E-3
26 78 -1.629E-3
26 80 -1.670E-3
26 82 -1.703E-3
26 84 -1.729E-3
26 86 -1.748E-3
26 88 -1.759E-3
26 90 -1.763E-3
26 92 -1.759E-3
26 94 -1.748E-3
26 96 -1.729E-3
26 98 -1.703E-3
26 100 -1.670E-3
26 102 -1.629E-3
26 104 -1.582E-3
26 106 -1.528E-3
26 108 -1.467E-3
26 110 -1.400E-3
26 112 -1.328E-3
26 114 -1.250E-3
26 116 -1.167E-3
26 118 -1.079E-3
26 120 -9.874E-4
26 122 -8.917E-4
26 124 -7.927E-4
26 126 -6.908E-4
26 128 -5.866E-4
26 130 -4.805E-4
26 132 -3.730E-4
26 134 -2.648E-4
26 136 -1.562E-4
26 138 -4.794E-5
26 140 5.958E-5
26 142 1.658E-4
26 144 2.702E-4
26 146 3.723E-4
26 148 4.716E-4
26 150 5.676E-4
26 152 6.597E-4
26 154 7.477E-4
26 156 8.310E-4
26 158 9.092E-4
26 160 9.820E-4
26 162 1.049E-3
26 164 1.110E-3
26 166 1.164E-3
26 168 1.212E-3
26 170 1.253E-3
26 172 1.286E-3
26 174 1.313E-3
26 176 1.332E-3
26 178 1.343E-3
26 180 1.347E-3
28 0 1.407E-3
28 2 1.403E-3
28 4 1.392E-3
28 6 1.372E-3
28 8 1.344E-3
28 10 1.309E-3
28 12 1.266E-3
28 14 1.217E-3
28 16 1.160E-3
28 18 1.096E-3
28 20 1.026E-3
28 22 9.501E-4
28 24 8.683E-4
28 26 7.813E-4
28 28 6.893E-4
28 30 5.930E-4
28 32 4.927E-4
28 34 3.890E-4
28 36 2.823E-4
28 38 1.731E-4
28 40 6.213E-5
28 42 -5.024E-5
28 44 -1.634E-4
28 46 -2.768E-4
28 48 -3.899E-4
28 50 -5.022E-4
28 52 -6.131E-4
28 54 -7.220E-4
28 56 -8.285E-4
28 58 -9.320E-4
28 60 -1.032E-3
28 62 -1.128E-3
28 64 -1.220E-3
28 66 -1.306E-3
28 68 -1.388E-3
28 70 -1.463E-3
28 72 -1.533E-3
28 74 -1.596E-3
28 76 -1.653E-3
28 78 -1.703E-3
28 80 -1.745E-3
28 82 -1.780E-3
28 84 -1.807E-3
28 86 -1.827E-3
28 88 -1.839E-3
28 90 -1.843E-3
28 92 -1.839E-3
28 94 -1.827E-3
28 96 -1.807E-3
28 98 -1.780E-3
28 100 -1.745E-3
28 102 -1.703E-3
28 104 -1.653E-3
28 106 -1.596E-3
28 108 -1.533E-3
28 110 -1.463E-3
28 112 -1.388E-3
28 114 -1.306E-3
28 116 -1.220E-3
28 118 -1.128E-3
28 120 -1.032E-3
28 122 -9.320E-4
28 124 -8.285E-4
28 126 -7.220E-4
28 128 -6.131E-4
28 130 -5.022E-4
28 132 -3.899E-4
28 134 -2.768E-4
28 136 -1.634E-4
28 138 -5.024E-5
28 140 6.213E-5
28 142 1.731E-4
28 144 2.823E-4
28 146 3.890E-4
28 148 4.927E-4
28 150 5.930E-4
28 152 6.893E-4
28 154 7.813E-4
28 156 8.683E-4
28 158 9.501E-4
28 160 1.026E-3
28 162 1.096E-3
28 164 1.160E-3
28 166 1.217E-3
28 168 1.266E-3
28 170 1.309E-3
28 172 1.344E-3
28 174 1.372E-3
28 176 1.392E-3
28 178 1.403E-3
28 180 1.407E-3
30 0 1.472E-3
30 2 1.468E-3
30 4 1.455E-3
30 6 1.435E-3
30 8 1.406E-3
30 10 1.369E-3
30 12 1.325E-3
30 14 1.273E-3
30 16 1.213E-3
30 18 1.147E-3
30 20 1.073E-3
30 22 9.937E-4
30 24 9.082E-4
30 26 8.171E-4
30 28 7.209E-4
30 30 6.201E-4
30 32 5.152E-4
30 34 4.067E-4
30 36 2.951E-4
30 38 1.810E-4
30 40 6.484E-5
30 42 -5.270E-5
30 44 -1.711E-4
30 46 -2.897E-4
30 48 -4.080E-4
30 50 -5.255E-4
30 52 -6.414E-4
30 54 -7.554E-4
30 56 -8.667E-4
30 58 -9.750E-4
30 60 -1.080E-3
30 62 -1.180E-3
30 64 -1.276E-3
30 66 -1.367E-3
30 68 -1.452E-3
30 70 -1.531E-3
30 72 -1.604E-3
30 74 -1.670E-3
30 76 -1.729E-3
30 78 -1.781E-3
30 80 -1.825E-3
30 82 -1.862E-3
30 84 -1.890E-3
30 86 -1.911E-3
30 88 -1.923E-3
30 90 -1.927E-3
30 92 -1.923E-3
30 94 -1.911E-3
30 96 -1.890E-3
30 98 -1.862E-3
30 100 -1.825E-3
30 102 -1.781E-3
30 104 -1.729E-3
30 106 -1.670E-3
30 108 -1.604E-3
30 110 -1.531E-3
30 112 -1.452E-3
30 114 -1.367E-3
30 116 -1.276E-3
30 118 -1.180E-3
30 120 -1.080E-3
30 122 -9.750E-4
30 124 -8.667E-4
30 126 -7.554E-4
30 128 -6.414E-4
30 130 -5.255E-4
30 132 -4.080E-4
30 134 -2.897E-4
30 136 -1.711E-4
30 138 -5.270E-5
30 140 6.484E-5
30 142 1.810E-4
30 144 2.951E-4
30 146 4.067E-4
30 148 5.152E-4
30 150 6.201E-4
30 152 7.209E-4
30 154 8.171E-4
30 156 9.082E-4
30 158 9.937E-4
30 160 1.073E-3
30 162 1.147E-3
30 164 1.213E-3
30 166 1.273E-3
30 168 1.325E-3
30 170 1.369E-3
30 172 1.406E-3
30 174 1.435E-3
30 176 1.455E-3
30 178 1.468E-3
30 180 1.472E-3
32 0 1.541E-3
32 2 1.536E-3
32 4 1.523E-3
32 6 1.502E-3
32 8 1.472E-3
32 10 1.433E-3
32 12 1.386E-3
32 14 1.332E-3
32 16 1.270E-3
32 18 1.200E-3
32 20 1.123E-3
32 22 1.040E-3
32 24 9.505E-4
32 26 8.551E-4
32 28 7.545E-4
32 30 6.490E-4
32 32 5.392E-4
32 34 4.256E-4
32 36 3.087E-4
32 38 1.893E-4
32 40 6.770E-5
32 42 -5.533E-5
32 44 -1.792E-4
32 46 -3.034E-4
32 48 -4.273E-4
32 50 -5.502E-4
32 52 -6.716E-4
32 54 -7.908E-4
32 56 -9.074E-4
32 58 -1.021E-3
32 60 -1.130E-3
32 62 -1.235E-3
32 64 -1.336E-3
32 66 -1.430E-3
32 68 -1.520E-3
32 70 -1.602E-3
32 72 -1.679E-3
32 74 -1.748E-3
32 76 -1.810E-3
32 78 -1.864E-3
32 80 -1.910E-3
32 82 -1.949E-3
32 84 -1.979E-3
32 86 -2.000E-3
32 88 -2.013E-3
32 90 -2.017E-3
32 92 -2.013E-3
32 94 -2.000E-3
32 96 -1.979E-3
32 98 -1.949E-3
32 100 -1.910E-3
32 102 -1.864E-3
32 104 -1.810E-3
32 106 -1.748E-3
32 108 -1.679E-3
32 110 -1.602E-3
32 112 -1.520E-3
32 114 -1.430E-3
32 116 -1.336E-3
32 118 -1.235E-3
32 120 -1.130E-3
32 122 -1.021E-3
32 124 -9.074E-4
32 126 -7.908E-4
32 128 -6.716E-4
32 130 -5.502E-4
32 132 -4.273E-4
32 134 -3.034E-4
32 136 -1.792E-4
32 138 -5.533E-5
32 140 6.770E-5
32 142 1.893E-4
32 144 3.087E-4
32 146 4.256E-4
32 148 5.392E-4
32 150 6.490E-4
32 152 7.545E-4
32 154 8.551E-4
32 156 9.505E-4
32 158 1.040E-3
32 160 1.123E-3
32 162 1.200E-3
32 164 1.270E-3
32 166 1.332E-3
32 168 1.386E-3
32 170 1.433E-3
32 172 1.472E-3
32 174 1.502E-3
32 176 1.523E-3
32 178 1.536E-3
32 180 1.541E-3
34 0 1.613E-3
34 2 1.609E-3
34 4 1.595E-3
34 6 1.573E-3
34 8 1.541E-3
34 10 1.501E-3
34 12 1.452E-3
34 14 1.395E-3
34 16 1.329E-3
34 18 1.256E-3
34 20 1.176E-3
34 22 1.089E-3
34 24 9.952E-4
34 26 8.953E-4
34 28 7.899E-4
34 30 6.794E-4
34 32 5.644E-4
34 34 4.455E-4
34 36 3.231E-4
34 38 1.980E-4
34 40 7.071E-5
34 42 -5.812E-5
34 44 -1.879E-4
34 46 -3.179E-4
34 48 -4.476E-4
34 50 -5.763E-4
34 52 -7.034E-4
34 54 -8.283E-4
34 56 -9.503E-4
34 58 -1.069E-3
34 60 -1.184E-3
34 62 -1.294E-3
34 64 -1.399E-3
34 66 -1.498E-3
34 68 -1.591E-3
34 70 -1.678E-3
34 72 -1.758E-3
34 74 -1.830E-3
34 76 -1.895E-3
34 78 -1.952E-3
34 80 -2.001E-3
34 82 -2.041E-3
34 84 -2.072E-3
34 86 -2.095E-3
34 88 -2.108E-3
34 90 -2.113E-3
34 92 -2.108E-3
34 94 -2.095E-3
34 96 -2.072E-3
34 98 -2.041E-3
34 100 -2.001E-3
34 102 -1.952E-3
34 104 -1.895E-3
34 106 -1.830E-3
34 108 -1.758E-3
34 110 -1.678E-3
34 112 -1.591E-3
34 114 -1.498E-3
34 116 -1.399E-3
34 118 -1.294E-3
34 120 -1.184E-3
34 122 -1.069E-3
34 124 -9.503E-4
34 126 -8.283E-4
34 128 -7.034E-4
34 130 -5.763E-4
34 132 -4.476E-4
34 134 -3.179E-4
34 136 -1.879E-4
34 138 -5.812E-5
34 140 7.071E-5
34 142 1.980E-4
34 144 3.231E-4
34 146 4.455E-4
34 148 5.644E-4
34 150 6.794E-4
34 152 7.899E-4
34 154 8.953E-4
34 156 9.952E-4
34 158 1.089E-3
34 160 1.176E-3
34 162 1.256E-3
34 164 1.329E-3
34 166 1.395E-3
34 168 1.452E-3
34 170 1.501E-3
34 172 1.541E-3
34 174 1.573E-3
34 176 1.595E-3
34 178 1.609E-3
34 180 1.613E-3
36 0 1.690E-3
36 2 1.685E-3
36 4 1.671E-3
36 6 1.647E-3
36 8 1.614E-3
36 10 1.572E-3
36 12 1.521E-3
36 14 1.461E-3
36 16 1.392E-3
36 18 1.316E-3
36 20 1.232E-3
36 22 1.140E-3
36 24 1.042E-3
36 26 9.377E-4
36 28 8.272E-4
36 30 7.115E-4
36 32 5.910E-4
36 34 4.664E-4
36 36 3.383E-4
36 38 2.072E-4
36 40 7.387E-5
36 42 -6.108E-5
36 44 -1.970E-4
36 46 -3.332E-4
36 48 -4.690E-4
36 50 -6.038E-4
36 52 -7.370E-4
36 54 -8.678E-4
36 56 -9.956E-4
36 58 -1.120E-3
36 60 -1.240E-3
36 62 -1.355E-3
36 64 -1.465E-3
36 66 -1.569E-3
36 68 -1.667E-3
36 70 -1.758E-3
36 72 -1.841E-3
36 74 -1.917E-3
36 76 -1.985E-3
36 78 -2.045E-3
36 80 -2.096E-3
36 82 -2.138E-3
36 84 -2.170E-3
36 86 -2.194E-3
36 88 -2.208E-3
36 90 -2.213E-3
36 92 -2.208E-3
36 94 -2.194E-3
36 96 -2.170E-3
36 98 -2.138E-3
36 100 -2.096E-3
36 102 -2.045E-3
36 104 -1.985E-3
36 106 -1.917E-3
36 108 -1.841E-3
36 110 -1.758E-3
36 112 -1.667E-3
36 114 -1.569E-3
36 116 -1.465E-3
36 118 -1.355E-3
36 120 -1.240E-3
36 122 -1.120E-3
36 124 -9.956E-4
36 126 -8.678E-4
36 128 -7.370E-4
36 130 -6.038E-4
36 132 -4.690E-4
36 134 -3.332E-4
36 136 -1.970E-4
36 138 -6.108E-5
36 140 7.387E-5
36 142 2.072E-4
36 144 3.383E-4
36 146 4.664E-4
36 148 5.910E-4
36 150 7.115E-4
36 152 8.272E-4
36 154 9.377E-4
36 156 1.042E-3
36 158 1.140E-3
36 160 1.232E-3
36 162 1.316E-3
36 164 1.392E-3
36 166 1.461E-3
36 168 1.521E-3
36 170 1.572E-3
36 172 1.614E-3
36 174 1.647E-3
36 176 1.671E-3
36 178 1.685E-3
36 180 1.690E-3
38 0 1.770E-3
38 2 1.765E-3
38 4 1.750E-3
38 6 1.725E-3
38 8 1.691E-3
38 10 1.646E-3
38 12 1.593E-3
38 14 1.530E-3
38 16 1.458E-3
38 18 1.378E-3
38 20 1.290E-3
38 22 1.195E-3
38 24 1.092E-3
38 26 9.821E-4
38 28 8.664E-4
38 30 7.451E-4
38 32 6.189E-4
38 34 4.884E-4
38 36 3.541E-4
38 38 2.168E-4
38 40 7.716E-5
38 42 -6.421E-5
38 44 -2.066E-4
38 46 -3.492E-4
38 48 -4.915E-4
38 50 -6.327E-4
38 52 -7.722E-4
38 54 -9.092E-4
38 56 -1.043E-3
38 58 -1.173E-3
38 60 -1.299E-3
38 62 -1.420E-3
38 64 -1.535E-3
38 66 -1.644E-3
38 68 -1.746E-3
38 70 -1.841E-3
38 72 -1.929E-3
38 74 -2.009E-3
38 76 -2.080E-3
38 78 -2.142E-3
38 80 -2.195E-3
38 82 -2.239E-3
38 84 -2.274E-3
38 86 -2.298E-3
38 88 -2.313E-3
38 90 -2.318E-3
38 92 -2.313E-3
38 94 -2.298E-3
38 96 -2.274E-3
38 98 -2.239E-3
38 100 -2.195E-3
38 102 -2.142E-3
38 104 -2.080E-3
38 106 -2.009E-3
38 108 -1.929E-3
38 110 -1.841E-3
38 112 -1.746E-3
38 114 -1.644E-3
38 116 -1.535E-3
38 118 -1.420E-3
38 120 -1.299E-3
38 122 -1.173E-3
38 124 -1.043E-3
38 126 -9.092E-4
38 128 -7.722E-4
38 130 -6.327E-4
38 132 -4.915E-4
38 134 -3.492E-4
38 136 -2.066E-4
38 138 -6.421E-5
38 140 7.716E-5
38 142 2.168E-4
38 144 3.541E-4
38 146 4.884E-4
38 148 6.189E-4
38 150 7.451E-4
38 152 8.664E-4
38 154 9.821E-4
38 156 1.092E-3
38 158 1.195E-3
38 160 1.290E-3
38 162 1.378E-3
38 164 1.458E-3
38 166 1.530E-3
38 168 1.593E-3
38 170 1.646E-3
38 172 1.691E-3
38 174 1.725E-3
38 176 1.750E-3
38 178 1.765E-3
38 180 1.770E-3
40 0 1.854E-3
40 2 1.849E-3
40 4 1.833E-3
40 6 1.807E-3
40 8 1.771E-3
40 10 1.724E-3
40 12 1.668E-3
40 14 1.602E-3
40 16 1.527E-3
40 18 1.444E-3
40 20 1.351E-3
40 22 1.251E-3
40 24 1.143E-3
40 26 1.028E-3
40 28 9.072E-4
40 30 7.802E-4
40 32 6.480E-4
40 34 5.113E-4
40 36 3.707E-4
40 38 2.269E-4
40 40 8.057E-5
40 42 -6.750E-5
40 44 -2.166E-4
40 46 -3.661E-4
40 48 -5.151E-4
40 50 -6.630E-4
40 52 -8.090E-4
40 54 -9.525E-4
40 56 -1.093E-3
40 58 -1.229E-3
40 60 -1.361E-3
40 62 -1.487E-3
40 64 -1.608E-3
40 66 -1.722E-3
40 68 -1.829E-3
40 70 -1.929E-3
40 72 -2.021E-3
40 74 -2.104E-3
40 76 -2.178E-3
40 78 -2.244E-3
40 80 -2.299E-3
40 82 -2.345E-3
40 84 -2.381E-3
40 86 -2.407E-3
40 88 -2.423E-3
40 90 -2.428E-3
40 92 -2.423E-3
40 94 -2.407E-3
40 96 -2.381E-3
40 98 -2.345E-3
40 100 -2.299E-3
40 102 -2.244E-3
40 104 -2.178E-3
40 106 -2.104E-3
40 108 -2.021E-3
40 110 -1.929E-3
40 112 -1.829E-3
40 114 -1.722E-3
40 116 -1.608E-3
40 118 -1.487E-3
40 120 -1.361E-3
40 122 -1.229E-3
40 124 -1.093E-3
40 126 -9.525E-4
40 128 -8.090E-4
40 130 -6.630E-4
40 132 -5.151E-4
40 134 -3.661E-4
40 136 -2.166E-4
40 138 -6.750E-5
40 140 8.057E-5
40 142 2.269E-4
40 144 3.707E-4
40 146 5.113E-4
40 148 6.480E-4
40 150 7.802E-4
40 152 9.072E-4
40 154 1.028E-3
40 156 1.143E-3
40 158 1.251E-3
40 160 1.351E-3
40 162 1.444E-3
40 164 1.527E-3
40 166 1.602E-3
40 168 1.668E-3
40 170 1.724E-3
40 172 1.771E-3
40 174 1.807E-3
40 176 1.833E-3
40 178 1.849E-3
40 180 1.854E-3
42 0 1.941E-3
42 2 1.936E-3
42 4 1.919E-3
42 6 1.892E-3
42 8 1.854E-3
42 10 1.806E-3
42 12 1.747E-3
42 14 1.678E-3
42 16 1.599E-3
42 18 1.512E-3
42 20 1.415E-3
42 22 1.310E-3
42 24 1.197E-3
42 26 1.077E-3
42 28 9.498E-4
42 30 8.168E-4
42 32 6.784E-4
42 34 5.352E-4
42 36 3.879E-4
42 38 2.373E-4
42 40 8.411E-5
42 42 -7.095E-5
42 44 -2.271E-4
42 46 -3.836E-4
42 48 -5.396E-4
42 50 -6.945E-4
42 52 -8.475E-4
42 54 -9.977E-4
42 56 -1.145E-3
42 58 -1.287E-3
42 60 -1.425E-3
42 62 -1.558E-3
42 64 -1.684E-3
42 66 -1.803E-3
42 68 -1.916E-3
42 70 -2.020E-3
42 72 -2.116E-3
42 74 -2.203E-3
42 76 -2.281E-3
42 78 -2.350E-3
42 80 -2.408E-3
42 82 -2.456E-3
42 84 -2.494E-3
42 86 -2.521E-3
42 88 -2.537E-3
42 90 -2.543E-3
42 92 -2.537E-3
42 94 -2.521E-3
42 96 -2.494E-3
42 98 -2.456E-3
42 100 -2.408E-3
42 102 -2.350E-3
42 104 -2.281E-3
42 106 -2.203E-3
42 108 -2.116E-3
42 110 -2.020E-3
42 112 -1.916E-3
42 114 -1.803E-3
42 116 -1.684E-3
42 118 -1.558E-3
42 120 -1.425E-3
42 122 -1.287E-3
42 124 -1.145E-3
42 126 -9.977E-4
42 128 -8.475E-4
42 130 -6.945E-4
42 132 -5.396E-4
42 134 -3.836E-4
42 136 -2.271E-4
42 138 -7.095E-5
42 140 8.411E-5
42 142 2.373E-4
42 144 3.879E-4
42 146 5.352E-4
42 148 6.784E-4
42 150 8.168E-4
42 152 9.498E-4
42 154 1.077E-3
42 156 1.197E-3
42 158 1.310E-3
42 160 1.415E-3
42 162 1.512E-3
42 164 1.599E-3
42 166 1.678E-3
42 168 1.747E-3
42 170 1.806E-3
42 172 1.854E-3
42 174 1.892E-3
42 176 1.919E-3
42 178 1.936E-3
42 180 1.941E-3
44 0 2.032E-3
44 2 2.026E-3
44 4 2.009E-3
44 6 1.981E-3
44 8 1.941E-3
44 10 1.890E-3
44 12 1.828E-3
44 14 1.756E-3
44 16 1.674E-3
44 18 1.582E-3
44 20 1.481E-3
44 22 1.371E-3
44 24 1.253E-3
44 26 1.127E-3
44 28 9.941E-4
44 30 8.548E-4
44 32 7.099E-4
44 34 5.600E-4
44 36 4.058E-4
44 38 2.481E-4
44 40 8.776E-5
44 42 -7.456E-5
44 44 -2.380E-4
44 46 -4.018E-4
44 48 -5.652E-4
44 50 -7.273E-4
44 52 -8.874E-4
44 54 -1.045E-3
44 56 -1.198E-3
44 58 -1.348E-3
44 60 -1.492E-3
44 62 -1.631E-3
44 64 -1.763E-3
44 66 -1.888E-3
44 68 -2.005E-3
44 70 -2.115E-3
44 72 -2.215E-3
44 74 -2.307E-3
44 76 -2.388E-3
44 78 -2.460E-3
44 80 -2.521E-3
44 82 -2.571E-3
44 84 -2.611E-3
44 86 -2.639E-3
44 88 -2.656E-3
44 90 -2.662E-3
44 92 -2.656E-3
44 94 -2.639E-3
44 96 -2.611E-3
44 98 -2.571E-3
44 100 -2.521E-3
44 102 -2.460E-3
44 104 -2.388E-3
44 106 -2.307E-3
44 108 -2.215E-3
44 110 -2.115E-3
44 112 -2.005E-3
44 114 -1.888E-3
44 116 -1.763E-3
44 118 -1.631E-3
44 120 -1.492E-3
44 122 -1.348E-3
44 124 -1.198E-3
44 126 -1.045E-3
44 128 -8.874E-4
44 130 -7.273E-4
44 132 -5.652E-4
44 134 -4.018E-4
44 136 -2.380E-4
44 138 -7.456E-5
44 140 8.776E-5
44 142 2.481E-4
44 144 4.058E-4
44 146 5.600E-4
44 148 7.099E-4
44 150 8.548E-4
44 152 9.941E-4
44 154 1.127E-3
44 156 1.253E-3
44 158 1.371E-3
44 160 1.481E-3
44 162 1.582E-3
44 164 1.674E-3
44 166 1.756E-3
44 168 1.828E-3
44 170 1.890E-3
44 172 1.941E-3
44 174 1.981E-3
44 176 2.009E-3
44 178 2.026E-3
44 180 2.032E-3
46 0 2.126E-3
46 2 2.120E-3
46 4 2.102E-3
46 6 2.072E-3
46 8 2.031E-3
46 10 1.978E-3
46 12 1.913E-3
46 14 1.838E-3
46 16 1.752E-3
46 18 1.655E-3
46 20 1.549E-3
46 22 1.434E-3
46 24 1.311E-3
46 26 1.179E-3
46 28 1.040E-3
46 30 8.942E-4
46 32 7.425E-4
46 34 5.856E-4
46 36 4.243E-4
46 38 2.593E-4
46 40 9.151E-5
46 42 -7.833E-5
46 44 -2.494E-4
46 46 -4.208E-4
46 48 -5.917E-4
46 50 -7.613E-4
46 52 -9.288E-4
46 54 -1.093E-3
46 56 -1.254E-3
46 58 -1.411E-3
46 60 -1.562E-3
46 62 -1.707E-3
46 64 -1.845E-3
46 66 -1.976E-3
46 68 -2.099E-3
46 70 -2.213E-3
46 72 -2.318E-3
46 74 -2.414E-3
46 76 -2.499E-3
46 78 -2.574E-3
46 80 -2.638E-3
46 82 -2.690E-3
46 84 -2.732E-3
46 86 -2.761E-3
46 88 -2.779E-3
46 90 -2.785E-3
46 92 -2.779E-3
46 94 -2.761E-3
46 96 -2.732E-3
46 98 -2.690E-3
46 100 -2.638E-3
46 102 -2.574E-3
46 104 -2.499E-3
46 106 -2.414E-3
46 108 -2.318E-3
46 110 -2.213E-3
46 112 -2.099E-3
46 114 -1.976E-3
46 116 -1.845E-3
46 118 -1.707E-3
46 120 -1.562E-3
46 122 -1.411E-3
46 124 -1.254E-3
46 126 -1.093E-3
46 128 -9.288E-4
46 130 -7.613E-4
46 132 -5.917E-4
46 134 -4.208E-4
46 136 -2.494E-4
46 138 -7.833E-5
46 140 9.151E-5
46 142 2.593E-4
46 144 4.243E-4
46 146 5.856E-4
46 148 7.425E-4
46 150 8.942E-4
46 152 1.040E-3
46 154 1.179E-3
46 156 1.311E-3
46 158 1.434E-3
46 160 1.549E-3
46 162 1.655E-3
46 164 1.752E-3
46 166 1.838E-3
46 168 1.913E-3
46 170 1.978E-3
46 172 2.031E-3
46 174 2.072E-3
46 176 2.102E-3
46 178 2.120E-3
46 180 2.126E-3
48 0 2.224E-3
48 2 2.217E-3
48 4 2.199E-3
48 6 2.167E-3
48 8 2.124E-3
48 10 2.068E-3
48 12 2.001E-3
48 14 1.922E-3
48 16 1.832E-3
48 18 1.731E-3
48 20 1.620E-3
48 22 1.500E-3
48 24 1.370E-3
48 26 1.233E-3
48 28 1.087E-3
48 30 9.349E-4
48 32 7.762E-4
48 34 6.122E-4
48 36 4.434E-4
48 38 2.709E-4
48 40 9.537E-5
48 42 -8.226E-5
48 44 -2.611E-4
48 46 -4.404E-4
48 48 -6.192E-4
48 50 -7.966E-4
48 52 -9.717E-4
48 54 -1.144E-3
48 56 -1.312E-3
48 58 -1.475E-3
48 60 -1.633E-3
48 62 -1.785E-3
48 64 -1.930E-3
48 66 -2.066E-3
48 68 -2.195E-3
48 70 -2.314E-3
48 72 -2.424E-3
48 74 -2.524E-3
48 76 -2.614E-3
48 78 -2.692E-3
48 80 -2.759E-3
48 82 -2.814E-3
48 84 -2.857E-3
48 86 -2.888E-3
48 88 -2.907E-3
48 90 -2.913E-3
48 92 -2.907E-3
48 94 -2.888E-3
48 96 -2.857E-3
48 98 -2.814E-3
48 100 -2.759E-3
48 102 -2.692E-3
48 104 -2.614E-3
48 106 -2.524E-3
48 108 -2.424E-3
48 110 -2.314E-3
48 112 -2.195E-3
48 114 -2.066E-3
48 116 -1.930E-3
48 118 -1.785E-3
48 120 -1.633E-3
48 122 -1.475E-3
48 124 -1.312E-3
48 126 -1.144E-3
48 128 -9.717E-4
48 130 -7.966E-4
48 132 -6.192E-4
48 134 -4.404E-4
48 136 -2.611E-4
48 138 -8.226E-5
48 140 9.537E-5
48 142 2.709E-4
48 144 4.434E-4
48 146 6.122E-4
48 148 7.762E-4
48 150 9.349E-4
48 152 1.087E-3
48 154 1.233E-3
48 156 1.370E-3
48 158 1.500E-3
48 160 1.620E-3
48 162 1.731E-3
48 164 1.832E-3
48 166 1.922E-3
48 168 2.001E-3
48 170 2.068E-3
48 172 2.124E-3
48 174 2.167E-3
48 176 2.199E-3
48 178 2.217E-3
48 180 2.224E-3
50 0 2.324E-3
50 2 2.318E-3
50 4 2.298E-3
50 6 2.265E-3
50 8 2.220E-3
50 10 2.161E-3
50 12 2.091E-3
50 14 2.008E-3
50 16 1.914E-3
50 18 1.809E-3
50 20 1.693E-3
50 22 1.567E-3
50 24 1.432E-3
50 26 1.288E-3
50 28 1.136E-3
50 30 9.768E-4
50 32 8.110E-4
50 34 6.395E-4
50 36 4.631E-4
50 38 2.828E-4
50 40 9.931E-5
50 42 -8.635E-5
50 44 -2.733E-4
50 46 -4.607E-4
50 48 -6.475E-4
50 50 -8.329E-4
50 52 -1.016E-3
50 54 -1.196E-3
50 56 -1.372E-3
50 58 -1.542E-3
50 60 -1.707E-3
50 62 -1.866E-3
50 64 -2.017E-3
50 66 -2.160E-3
50 68 -2.294E-3
50 70 -2.419E-3
50 72 -2.534E-3
50 74 -2.638E-3
50 76 -2.732E-3
50 78 -2.813E-3
50 80 -2.883E-3
50 82 -2.941E-3
50 84 -2.986E-3
50 86 -3.018E-3
50 88 -3.038E-3
50 90 -3.044E-3
50 92 -3.038E-3
50 94 -3.018E-3
50 96 -2.986E-3
50 98 -2.941E-3
50 100 -2.883E-3
50 102 -2.813E-3
50 104 -2.732E-3
50 106 -2.638E-3
50 108 -2.534E-3
50 110 -2.419E-3
50 112 -2.294E-3
50 114 -2.160E-3
50 116 -2.017E-3
50 118 -1.866E-3
50 120 -1.707E-3
50 122 -1.542E-3
50 124 -1.372E-3
50 126 -1.196E-3
50 128 -1.016E-3
50 130 -8.329E-4
50 132 -6.475E-4
50 134 -4.607E-4
50 136 -2.733E-4
50 138 -8.635E-5
50 140 9.931E-5
50 142 2.828E-4
50 144 4.631E-4
50 146 6.395E-4
50 148 8.110E-4
50 150 9.768E-4
50 152 1.136E-3
50 154 1.288E-3
50 156 1.432E-3
50 158 1.567E-3
50 160 1.693E-3
50 162 1.809E-3
50 164 1.914E-3
50 166 2.008E-3
50 168 2.091E-3
50 170 2.161E-3
50 172 2.220E-3
50 174 2.265E-3
50 176 2.298E-3
50 178 2.318E-3
50 180 2.324E-3
52 0 2.427E-3
52 2 2.421E-3
52 4 2.400E-3
52 6 2.366E-3
52 8 2.318E-3
52 10 2.257E-3
52 12 2.184E-3
52 14 2.098E-3
52 16 1.999E-3
52 18 1.889E-3
52 20 1.768E-3
52 22 1.637E-3
52 24 1.496E-3
52 26 1.345E-3
52 28 1.186E-3
52 30 1.020E-3
52 32 8.468E-4
52 34 6.676E-4
52 36 4.834E-4
52 38 2.950E-4
52 40 1.033E-4
52 42 -9.059E-5
52 44 -2.859E-4
52 46 -4.816E-4
52 48 -6.767E-4
52 50 -8.704E-4
52 52 -1.062E-3
52 54 -1.249E-3
52 56 -1.433E-3
52 58 -1.611E-3
52 60 -1.784E-3
52 62 -1.949E-3
52 64 -2.107E-3
52 66 -2.256E-3
52 68 -2.397E-3
52 70 -2.527E-3
52 72 -2.647E-3
52 74 -2.756E-3
52 76 -2.853E-3
52 78 -2.939E-3
52 80 -3.012E-3
52 82 -3.072E-3
52 84 -3.119E-3
52 86 -3.153E-3
52 88 -3.173E-3
52 90 -3.180E-3
52 92 -3.173E-3
52 94 -3.153E-3
52 96 -3.119E-3
52 98 -3.072E-3
52 100 -3.012E-3
52 102 -2.939E-3
52 104 -2.853E-3
52 106 -2.756E-3
52 108 -2.647E-3
52 110 -2.527E-3
52 112 -2.397E-3
