delta fi R2
26 176 2.744E-3
26 178 2.744E-3
26 180 2.744E-3
28 0 2.868E-3
28 2 2.868E-3
28 4 2.868E-3
28 6 2.868E-3
28 8 2.868E-3
28 10 2.868E-3
28 12 2.868E-3
28 14 2.868E-3
28 16 2.868E-3
28 18 2.868E-3
28 20 2.868E-3
28 22 2.868E-3
28 24 2.868E-3
28 26 2.868E-3
28 28 2.868E-3
28 30 2.868E-3
28 32 2.868E-3
28 34 2.868E-3
28 36 2.868E-3
28 38 2.868E-3
28 40 2.868E-3
28 42 2.868E-3
28 44 2.868E-3
28 46 2.868E-3
28 48 2.868E-3
28 50 2.868E-3
28 52 2.868E-3
28 54 2.868E-3
28 56 2.868E-3
28 58 2.868E-3
28 60 2.868E-3
28 62 2.868E-3
28 64 2.868E-3
28 66 2.868E-3
28 68 2.868E-3
28 70 2.868E-3
28 72 2.868E-3
28 74 2.868E-3
28 76 2.868E-3
28 78 2.868E-3
28 80 2.868E-3
28 82 2.868E-3
28 84 2.868E-3
28 86 2.868E-3
28 88 2.868E-3
28 90 2.868E-3
28 92 2.868E-3
28 94 2.868E-3
28 96 2.868E-3
28 98 2.868E-3
28 100 2.868E-3
28 102 2.868E-3
28 104 2.868E-3
28 106 2.868E-3
28 108 2.868E-3
28 110 2.868E-3
28 112 2.868E-3
28 114 2.868E-3
28 116 2.868E-3
28 118 2.868E-3
28 120 2.868E-3
28 122 2.868E-3
28 124 2.868E-3
28 126 2.868E-3
28 128 2.868E-3
28 130 2.868E-3
28 132 2.868E-3
28 134 2.868E-3
28 136 2.868E-3
28 138 2.868E-3
28 140 2.868E-3
28 142 2.868E-3
28 144 2.868E-3
28 146 2.868E-3
28 148 2.868E-3
28 150 2.868E-3
28 152 2.868E-3
28 154 2.868E-3
28 156 2.868E-3
28 158 2.868E-3
28 160 2.868E-3
28 162 2.868E-3
28 164 2.868E-3
28 166 2.868E-3
28 168 2.868E-3
28 170 2.868E-3
28 172 2.868E-3
28 174 2.868E-3
28 176 2.868E-3
28 178 2.868E-3
28 180 2.868E-3
30 0 3.000E-3
30 2 3.000E-3
30 4 3.000E-3
30 6 3.000E-3
30 8 3.000E-3
30 10 3.000E-3
30 12 3.000E-3
30 14 3.000E-3
30 16 3.000E-3
30 18 3.000E-3
30 20 3.000E-3
30 22 3.000E-3
30 24 3.000E-3
30 26 3.000E-3
30 28 3.000E-3
30 30 3.000E-3
30 32 3.000E-3
30 34 3.000E-3
30 36 3.000E-3
30 38 3.000E-3
30 40 3.000E-3
30 42 3.000E-3
30 44 3.000E-3
30 46 3.000E-3
30 48 3.000E-3
30 50 3.000E-3
30 52 3.000E-3
30 54 3.000E-3
30 56 3.000E-3
30 58 3.000E-3
30 60 3.000E-3
30 62 3.000E-3
30 64 3.000E-3
30 66 3.000E-3
30 68 3.000E-3
30 70 3.000E-3
30 72 3.000E-3
30 74 3.000E-3
30 76 3.000E-3
30 78 3.000E-3
30 80 3.000E-3
30 82 3.000E-3
30 84 3.000E-3
30 86 3.000E-3
30 88 3.000E-3
30 90 3.000E-3
30 92 3.000E-3
30 94 3.000E-3
30 96 3.000E-3
30 98 3.000E-3
30 100 3.000E-3
30 102 3.000E-3
30 104 3.000E-3
30 106 3.000E-3
30 108 3.000E-3
30 110 3.000E-3
30 112 3.000E-3
30 114 3.000E-3
30 116 3.000E-3
30 118 3.000E-3
30 120 3.000E-3
30 122 3.000E-3
30 124 3.000E-3
30 126 3.000E-3
30 128 3.000E-3
30 130 3.000E-3
30 132 3.000E-3
30 134 3.000E-3
30 136 3.000E-3
30 138 3.000E-3
30 140 3.000E-3
30 142 3.000E-3
30 144 3.000E-3
30 146 3.000E-3
30 148 3.000E-3
30 150 3.000E-3
30 152 3.000E-3
30 154 3.000E-3
30 156 3.000E-3
30 158 3.000E-3
30 160 3.000E-3
30 162 3.000E-3
30 164 3.000E-3
30 166 3.000E-3
30 168 3.000E-3
30 170 3.000E-3
30 172 3.000E-3
30 174 3.000E-3
30 176 3.000E-3
30 178 3.000E-3
30 180 3.000E-3
32 0 3.140E-3
32 2 3.140E-3
32 4 3.140E-3
32 6 3.140E-3
32 8 3.140E-3
32 10 3.140E-3
32 12 3.140E-3
32 14 3.140E-3
32 16 3.140E-3
32 18 3.140E-3
32 20 3.140E-3
32 22 3.140E-3
32 24 3.140E-3
32 26 3.140E-3
32 28 3.140E-3
32 30 3.140E-3
32 32 3.140E-3
32 34 3.140E-3
32 36 3.140E-3
32 38 3.140E-3
32 40 3.140E-3
32 42 3.140E-3
32 44 3.140E-3
32 46 3.140E-3
32 48 3.140E-3
32 50 3.140E-3
32 52 3.140E-3
32 54 3.140E-3
32 56 3.140E-3
32 58 3.140E-3
32 60 3.140E-3
32 62 3.140E-3
32 64 3.140E-3
32 66 3.140E-3
32 68 3.140E-3
32 70 3.140E-3
32 72 3.140E-3
32 74 3.140E-3
32 76 3.140E-3
32 78 3.140E-3
32 80 3.140E-3
32 82 3.140E-3
32 84 3.140E-3
32 86 3.140E-3
32 88 3.140E-3
32 90 3.140E-3
32 92 3.140E-3
32 94 3.140E-3
32 96 3.140E-3
32 98 3.140E-3
32 100 3.140E-3
32 102 3.140E-3
32 104 3.140E-3
32 106 3.140E-3
32 108 3.140E-3
32 110 3.140E-3
32 112 3.140E-3
32 114 3.140E-3
32 116 3.140E-3
32 118 3.140E-3
32 120 3.140E-3
32 122 3.140E-3
32 124 3.140E-3
32 126 3.140E-3
32 128 3.140E-3
32 130 3.140E-3
32 132 3.140E-3
32 134 3.140E-3
32 136 3.140E-3
32 138 3.140E-3
32 140 3.140E-3
32 142 3.140E-3
32 144 3.140E-3
32 146 3.140E-3
32 148 3.140E-3
32 150 3.140E-3
32 152 3.140E-3
32 154 3.140E-3
32 156 3.140E-3
32 158 3.140E-3
32 160 3.140E-3
32 162 3.140E-3
32 164 3.140E-3
32 166 3.140E-3
32 168 3.140E-3
32 170 3.140E-3
32 172 3.140E-3
32 174 3.140E-3
32 176 3.140E-3
32 178 3.140E-3
32 180 3.140E-3
34 0 3.289E-3
34 2 3.289E-3
34 4 3.289E-3
34 6 3.289E-3
34 8 3.289E-3
34 10 3.289E-3
34 12 3.289E-3
34 14 3.289E-3
34 16 3.289E-3
34 18 3.289E-3
34 20 3.289E-3
34 22 3.289E-3
34 24 3.289E-3
34 26 3.289E-3
34 28 3.289E-3
34 30 3.289E-3
34 32 3.289E-3
34 34 3.289E-3
34 36 3.289E-3
34 38 3.289E-3
34 40 3.289E-3
34 42 3.289E-3
34 44 3.289E-3
34 46 3.289E-3
34 48 3.289E-3
34 50 3.289E-3
34 52 3.289E-3
34 54 3.289E-3
34 56 3.289E-3
34 58 3.289E-3
34 60 3.289E-3
34 62 3.289E-3
34 64 3.289E-3
34 66 3.289E-3
34 68 3.289E-3
34 70 3.289E-3
34 72 3.289E-3
34 74 3.289E-3
34 76 3.289E-3
34 78 3.289E-3
34 80 3.289E-3
34 82 3.289E-3
34 84 3.289E-3
34 86 3.289E-3
34 88 3.289E-3
34 90 3.289E-3
34 92 3.289E-3
34 94 3.289E-3
34 96 3.289E-3
34 98 3.289E-3
34 100 3.289E-3
34 102 3.289E-3
34 104 3.289E-3
34 106 3.289E-3
34 108 3.289E-3
34 110 3.289E-3
34 112 3.289E-3
34 114 3.289E-3
34 116 3.289E-3
34 118 3.289E-3
34 120 3.289E-3
34 122 3.289E-3
34 124 3.289E-3
34 126 3.289E-3
34 128 3.289E-3
34 130 3.289E-3
34 132 3.289E-3
34 134 3.289E-3
34 136 3.289E-3
34 138 3.289E-3
34 140 3.289E-3
34 142 3.289E-3
34 144 3.289E-3
34 146 3.289E-3
34 148 3.289E-3
34 150 3.289E-3
34 152 3.289E-3
34 154 3.289E-3
34 156 3.289E-3
34 158 3.289E-3
34 160 3.289E-3
34 162 3.289E-3
34 164 3.289E-3
34 166 3.289E-3
34 168 3.289E-3
34 170 3.289E-3
34 172 3.289E-3
34 174 3.289E-3
34 176 3.289E-3
34 178 3.289E-3
34 180 3.289E-3
36 0 3.445E-3
36 2 3.445E-3
36 4 3.445E-3
36 6 3.445E-3
36 8 3.445E-3
36 10 3.445E-3
36 12 3.445E-3
36 14 3.445E-3
36 16 3.445E-3
36 18 3.445E-3
36 20 3.445E-3
36 22 3.445E-3
36 24 3.445E-3
36 26 3.445E-3
36 28 3.445E-3
36 30 3.445E-3
36 32 3.445E-3
36 34 3.445E-3
36 36 3.445E-3
36 38 3.445E-3
36 40 3.445E-3
36 42 3.445E-3
36 44 3.445E-3
36 46 3.445E-3
36 48 3.445E-3
36 50 3.445E-3
36 52 3.445E-3
36 54 3.445E-3
36 56 3.445E-3
36 58 3.445E-3
36 60 3.445E-3
36 62 3.445E-3
36 64 3.445E-3
36 66 3.445E-3
36 68 3.445E-3
36 70 3.445E-3
36 72 3.445E-3
36 74 3.445E-3
36 76 3.445E-3
36 78 3.445E-3
36 80 3.445E-3
36 82 3.445E-3
36 84 3.445E-3
36 86 3.445E-3
36 88 3.445E-3
36 90 3.445E-3
36 92 3.445E-3
36 94 3.445E-3
36 96 3.445E-3
36 98 3.445E-3
36 100 3.445E-3
36 102 3.445E-3
36 104 3.445E-3
36 106 3.445E-3
36 108 3.445E-3
36 110 3.445E-3
36 112 3.445E-3
36 114 3.445E-3
36 116 3.445E-3
36 118 3.445E-3
36 120 3.445E-3
36 122 3.445E-3
36 124 3.445E-3
36 126 3.445E-3
36 128 3.445E-3
36 130 3.445E-3
36 132 3.445E-3
36 134 3.445E-3
36 136 3.445E-3
36 138 3.445E-3
36 140 3.445E-3
36 142 3.445E-3
36 144 3.445E-3
36 146 3.445E-3
36 148 3.445E-3
36 150 3.445E-3
36 152 3.445E-3
36 154 3.445E-3
36 156 3.445E-3
36 158 3.445E-3
36 160 3.445E-3
36 162 3.445E-3
36 164 3.445E-3
36 166 3.445E-3
36 168 3.445E-3
36 170 3.445E-3
36 172 3.445E-3
36 174 3.445E-3
36 176 3.445E-3
36 178 3.445E-3
36 180 3.445E-3
38 0 3.609E-3
38 2 3.609E-3
38 4 3.609E-3
38 6 3.609E-3
38 8 3.609E-3
38 10 3.609E-3
38 12 3.609E-3
38 14 3.609E-3
38 16 3.609E-3
38 18 3.609E-3
38 20 3.609E-3
38 22 3.609E-3
38 24 3.609E-3
38 26 3.609E-3
38 28 3.609E-3
38 30 3.609E-3
38 32 3.609E-3
38 34 3.609E-3
38 36 3.609E-3
38 38 3.609E-3
38 40 3.609E-3
38 42 3.609E-3
38 44 3.609E-3
38 46 3.609E-3
38 48 3.609E-3
38 50 3.609E-3
38 52 3.609E-3
38 54 3.609E-3
38 56 3.609E-3
38 58 3.609E-3
38 60 3.609E-3
38 62 3.609E-3
38 64 3.609E-3
38 66 3.609E-3
38 68 3.609E-3
38 70 3.609E-3
38 72 3.609E-3
38 74 3.609E-3
38 76 3.609E-3
38 78 3.609E-3
38 80 3.609E-3
38 82 3.609E-3
38 84 3.609E-3
38 86 3.609E-3
38 88 3.609E-3
38 90 3.609E-3
38 92 3.609E-3
38 94 3.609E-3
38 96 3.609E-3
38 98 3.609E-3
38 100 3.609E-3
38 102 3.609E-3
38 104 3.609E-3
38 106 3.609E-3
38 108 3.609E-3
38 110 3.609E-3
38 112 3.609E-3
38 114 3.609E-3
38 116 3.609E-3
38 118 3.609E-3
38 120 3.609E-3
38 122 3.609E-3
38 124 3.609E-3
38 126 3.609E-3
38 128 3.609E-3
38 130 3.609E-3
38 132 3.609E-3
38 134 3.609E-3
38 136 3.609E-3
38 138 3.609E-3
38 140 3.609E-3
38 142 3.609E-3
38 144 3.609E-3
38 146 3.609E-3
38 148 3.609E-3
38 150 3.609E-3
38 152 3.609E-3
38 154 3.609E-3
38 156 3.609E-3
38 158 3.609E-3
38 160 3.609E-3
38 162 3.609E-3
38 164 3.609E-3
38 166 3.609E-3
38 168 3.609E-3
38 170 3.609E-3
38 172 3.609E-3
38 174 3.609E-3
38 176 3.609E-3
38 178 3.609E-3
38 180 3.609E-3
40 0 3.781E-3
40 2 3.781E-3
40 4 3.781E-3
40 6 3.781E-3
40 8 3.781E-3
40 10 3.781E-3
40 12 3.781E-3
40 14 3.781E-3
40 16 3.781E-3
40 18 3.781E-3
40 20 3.781E-3
40 22 3.781E-3
40 24 3.781E-3
40 26 3.781E-3
40 28 3.781E-3
40 30 3.781E-3
40 32 3.781E-3
40 34 3.781E-3
40 36 3.781E-3
40 38 3.781E-3
40 40 3.781E-3
40 42 3.781E-3
40 44 3.781E-3
40 46 3.781E-3
40 48 3.781E-3
40 50 3.781E-3
40 52 3.781E-3
40 54 3.781E-3
40 56 3.781E-3
40 58 3.781E-3
40 60 3.781E-3
40 62 3.781E-3
40 64 3.781E-3
40 66 3.781E-3
40 68 3.781E-3
40 70 3.781E-3
40 72 3.781E-3
40 74 3.781E-3
40 76 3.781E-3
40 78 3.781E-3
40 80 3.781E-3
40 82 3.781E-3
40 84 3.781E-3
40 86 3.781E-3
40 88 3.781E-3
40 90 3.781E-3
40 92 3.781E-3
40 94 3.781E-3
40 96 3.781E-3
40 98 3.781E-3
40 100 3.781E-3
40 102 3.781E-3
40 104 3.781E-3
40 106 3.781E-3
40 108 3.781E-3
40 110 3.781E-3
40 112 3.781E-3
40 114 3.781E-3
40 116 3.781E-3
40 118 3.781E-3
40 120 3.781E-3
40 122 3.781E-3
40 124 3.781E-3
40 126 3.781E-3
40 128 3.781E-3
40 130 3.781E-3
40 132 3.781E-3
40 134 3.781E-3
40 136 3.781E-3
40 138 3.781E-3
40 140 3.781E-3
40 142 3.781E-3
40 144 3.781E-3
40 146 3.781E-3
40 148 3.781E-3
40 150 3.781E-3
40 152 3.781E-3
40 154 3.781E-3
40 156 3.781E-3
40 158 3.781E-3
40 160 3.781E-3
40 162 3.781E-3
40 164 3.781E-3
40 166 3.781E-3
40 168 3.781E-3
40 170 3.781E-3
40 172 3.781E-3
40 174 3.781E-3
40 176 3.781E-3
40 178 3.781E-3
40 180 3.781E-3
42 0 3.960E-3
42 2 3.960E-3
42 4 3.960E-3
42 6 3.960E-3
42 8 3.960E-3
42 10 3.960E-3
42 12 3.960E-3
42 14 3.960E-3
42 16 3.960E-3
42 18 3.960E-3
42 20 3.960E-3
42 22 3.960E-3
42 24 3.960E-3
42 26 3.960E-3
42 28 3.960E-3
42 30 3.960E-3
42 32 3.960E-3
42 34 3.960E-3
42 36 3.960E-3
42 38 3.960E-3
42 40 3.960E-3
42 42 3.960E-3
42 44 3.960E-3
42 46 3.960E-3
42 48 3.960E-3
42 50 3.960E-3
42 52 3.960E-3
42 54 3.960E-3
42 56 3.960E-3
42 58 3.960E-3
42 60 3.960E-3
42 62 3.960E-3
42 64 3.960E-3
42 66 3.960E-3
42 68 3.960E-3
42 70 3.960E-3
42 72 3.960E-3
42 74 3.960E-3
42 76 3.960E-3
42 78 3.960E-3
42 80 3.960E-3
42 82 3.960E-3
42 84 3.960E-3
42 86 3.960E-3
42 88 3.960E-3
42 90 3.960E-3
42 92 3.960E-3
42 94 3.960E-3
42 96 3.960E-3
42 98 3.960E-3
42 100 3.960E-3
42 102 3.960E-3
42 104 3.960E-3
42 106 3.960E-3
42 108 3.960E-3
42 110 3.960E-3
42 112 3.960E-3
42 114 3.960E-3
42 116 3.960E-3
42 118 3.960E-3
42 120 3.960E-3
42 122 3.960E-3
42 124 3.960E-3
42 126 3.960E-3
42 128 3.960E-3
42 130 3.960E-3
42 132 3.960E-3
42 134 3.960E-3
42 136 3.960E-3
42 138 3.960E-3
42 140 3.960E-3
42 142 3.960E-3
42 144 3.960E-3
42 146 3.960E-3
42 148 3.960E-3
42 150 3.960E-3
42 152 3.960E-3
42 154 3.960E-3
42 156 3.960E-3
42 158 3.960E-3
42 160 3.960E-3
42 162 3.960E-3
42 164 3.960E-3
42 166 3.960E-3
42 168 3.960E-3
42 170 3.960E-3
42 172 3.960E-3
42 174 3.960E-3
42 176 3.960E-3
42 178 3.960E-3
42 180 3.960E-3
44 0 4.146E-3
44 2 4.146E-3
44 4 4.146E-3
44 6 4.146E-3
44 8 4.146E-3
44 10 4.146E-3
44 12 4.146E-3
44 14 4.146E-3
44 16 4.146E-3
44 18 4.146E-3
44 20 4.146E-3
44 22 4.146E-3
44 24 4.146E-3
44 26 4.146E-3
44 28 4.146E-3
44 30 4.146E-3
44 32 4.146E-3
44 34 4.146E-3
44 36 4.146E-3
44 38 4.146E-3
44 40 4.146E-3
44 42 4.146E-3
44 44 4.146E-3
44 46 4.146E-3
44 48 4.146E-3
44 50 4.146E-3
44 52 4.146E-3
44 54 4.146E-3
44 56 4.146E-3
44 58 4.146E-3
44 60 4.146E-3
44 62 4.146E-3
44 64 4.146E-3
44 66 4.146E-3
44 68 4.146E-3
44 70 4.146E-3
44 72 4.146E-3
44 74 4.146E-3
44 76 4.146E-3
44 78 4.146E-3
44 80 4.146E-3
44 82 4.146E-3
44 84 4.146E-3
44 86 4.146E-3
44 88 4.146E-3
44 90 4.146E-3
44 92 4.146E-3
44 94 4.146E-3
44 96 4.146E-3
44 98 4.146E-3
44 100 4.146E-3
44 102 4.146E-3
44 104 4.146E-3
44 106 4.146E-3
44 108 4.146E-3
44 110 4.146E-3
44 112 4.146E-3
44 114 4.146E-3
44 116 4.146E-3
44 118 4.146E-3
44 120 4.146E-3
44 122 4.146E-3
44 124 4.146E-3
44 126 4.146E-3
44 128 4.146E-3
44 130 4.146E-3
44 132 4.146E-3
44 134 4.146E-3
44 136 4.146E-3
44 138 4.146E-3
44 140 4.146E-3
44 142 4.146E-3
44 144 4.146E-3
44 146 4.146E-3
44 148 4.146E-3
44 150 4.146E-3
44 152 4.146E-3
44 154 4.146E-3
44 156 4.146E-3
44 158 4.146E-3
44 160 4.146E-3
44 162 4.146E-3
44 164 4.146E-3
44 166 4.146E-3
44 168 4.146E-3
44 170 4.146E-3
44 172 4.146E-3
44 174 4.146E-3
44 176 4.146E-3
44 178 4.146E-3
44 180 4.146E-3
46 0 4.339E-3
46 2 4.339E-3
46 4 4.339E-3
46 6 4.339E-3
46 8 4.339E-3
46 10 4.339E-3
46 12 4.339E-3
46 14 4.339E-3
46 16 4.339E-3
46 18 4.339E-3
46 20 4.339E-3
46 22 4.339E-3
46 24 4.339E-3
46 26 4.339E-3
46 28 4.339E-3
46 30 4.339E-3
46 32 4.339E-3
46 34 4.339E-3
46 36 4.339E-3
46 38 4.339E-3
46 40 4.339E-3
46 42 4.339E-3
46 44 4.339E-3
46 46 4.339E-3
46 48 4.339E-3
46 50 4.339E-3
46 52 4.339E-3
46 54 4.339E-3
46 56 4.339E-3
46 58 4.339E-3
46 60 4.339E-3
46 62 4.339E-3
46 64 4.339E-3
46 66 4.339E-3
46 68 4.339E-3
46 70 4.339E-3
46 72 4.339E-3
46 74 4.339E-3
46 76 4.339E-3
46 78 4.339E-3
46 80 4.339E-3
46 82 4.339E-3
46 84 4.339E-3
46 86 4.339E-3
46 88 4.339E-3
46 90 4.339E-3
46 92 4.339E-3
46 94 4.339E-3
46 96 4.339E-3
46 98 4.339E-3
46 100 4.339E-3
46 102 4.339E-3
46 104 4.339E-3
46 106 4.339E-3
46 108 4.339E-3
46 110 4.339E-3
46 112 4.339E-3
46 114 4.339E-3
46 116 4.339E-3
46 118 4.339E-3
46 120 4.339E-3
46 122 4.339E-3
46 124 4.339E-3
46 126 4.339E-3
46 128 4.339E-3
46 130 4.339E-3
46 132 4.339E-3
46 134 4.339E-3
46 136 4.339E-3
46 138 4.339E-3
46 140 4.339E-3
46 142 4.339E-3
46 144 4.339E-3
46 146 4.339E-3
46 148 4.339E-3
46 150 4.339E-3
46 152 4.339E-3
46 154 4.339E-3
46 156 4.339E-3
46 158 4.339E-3
46 160 4.339E-3
46 162 4.339E-3
46 164 4.339E-3
46 166 4.339E-3
46 168 4.339E-3
46 170 4.339E-3
46 172 4.339E-3
46 174 4.339E-3
46 176 4.339E-3
46 178 4.339E-3
46 180 4.339E-3
48 0 4.538E-3
48 2 4.538E-3
48 4 4.538E-3
48 6 4.538E-3
48 8 4.538E-3
48 10 4.538E-3
48 12 4.538E-3
48 14 4.538E-3
48 16 4.538E-3
48 18 4.538E-3
48 20 4.538E-3
48 22 4.538E-3
48 24 4.538E-3
48 26 4.538E-3
48 28 4.538E-3
48 30 4.538E-3
48 32 4.538E-3
48 34 4.538E-3
48 36 4.538E-3
48 38 4.538E-3
48 40 4.538E-3
48 42 4.538E-3
48 44 4.538E-3
48 46 4.538E-3
48 48 4.538E-3
48 50 4.538E-3
48 52 4.538E-3
48 54 4.538E-3
48 56 4.538E-3
48 58 4.538E-3
48 60 4.538E-3
48 62 4.538E-3
48 64 4.538E-3
48 66 4.538E-3
48 68 4.538E-3
48 70 4.538E-3
48 72 4.538E-3
48 74 4.538E-3
48 76 4.538E-3
48 78 4.538E-3
48 80 4.538E-3
48 82 4.538E-3
48 84 4.538E-3
48 86 4.538E-3
48 88 4.538E-3
48 90 4.538E-3
48 92 4.538E-3
48 94 4.538E-3
48 96 4.538E-3
48 98 4.538E-3
48 100 4.538E-3
48 102 4.538E-3
48 104 4.538E-3
48 106 4.538E-3
48 108 4.538E-3
48 110 4.538E-3
48 112 4.538E-3
48 114 4.538E-3
48 116 4.538E-3
48 118 4.538E-3
48 120 4.538E-3
48 122 4.538E-3
48 124 4.538E-3
48 126 4.538E-3
48 128 4.538E-3
48 130 4.538E-3
48 132 4.538E-3
48 134 4.538E-3
48 136 4.538E-3
48 138 4.538E-3
48 140 4.538E-3
48 142 4.538E-3
48 144 4.538E-3
48 146 4.538E-3
48 148 4.538E-3
48 150 4.538E-3
48 152 4.538E-3
48 154 4.538E-3
48 156 4.538E-3
48 158 4.538E-3
48 160 4.538E-3
48 162 4.538E-3
48 164 4.538E-3
48 166 4.538E-3
48 168 4.538E-3
48 170 4.538E-3
48 172 4.538E-3
48 174 4.538E-3
48 176 4.538E-3
48 178 4.538E-3
48 180 4.538E-3
50 0 4.744E-3
50 2 4.744E-3
50 4 4.744E-3
50 6 4.744E-3
50 8 4.744E-3
50 10 4.744E-3
50 12 4.744E-3
50 14 4.744E-3
50 16 4.744E-3
50 18 4.744E-3
50 20 4.744E-3
50 22 4.744E-3
50 24 4.744E-3
50 26 4.744E-3
50 28 4.744E-3
50 30 4.744E-3
50 32 4.744E-3
50 34 4.744E-3
50 36 4.744E-3
50 38 4.744E-3
50 40 4.744E-3
50 42 4.744E-3
50 44 4.744E-3
50 46 4.744E-3
50 48 4.744E-3
50 50 4.744E-3
50 52 4.744E-3
50 54 4.744E-3
50 56 4.744E-3
50 58 4.744E-3
50 60 4.744E-3
50 62 4.744E-3
50 64 4.744E-3
50 66 4.744E-3
50 68 4.744E-3
50 70 4.744E-3
50 72 4.744E-3
50 74 4.744E-3
50 76 4.744E-3
50 78 4.744E-3
50 80 4.744E-3
50 82 4.744E-3
50 84 4.744E-3
50 86 4.744E-3
50 88 4.744E-3
50 90 4.744E-3
50 92 4.744E-3
50 94 4.744E-3
50 96 4.744E-3
50 98 4.744E-3
50 100 4.744E-3
50 102 4.744E-3
50 104 4.744E-3
50 106 4.744E-3
50 108 4.744E-3
50 110 4.744E-3
50 112 4.744E-3
50 114 4.744E-3
50 116 4.744E-3
50 118 4.744E-3
50 120 4.744E-3
50 122 4.744E-3
50 124 4.744E-3
50 126 4.744E-3
50 128 4.744E-3
50 130 4.744E-3
50 132 4.744E-3
50 134 4.744E-3
50 136 4.744E-3
50 138 4.744E-3
50 140 4.744E-3
50 142 4.744E-3
50 144 4.744E-3
50 146 4.744E-3
50 148 4.744E-3
50 150 4.744E-3
50 152 4.744E-3
50 154 4.744E-3
50 156 4.744E-3
50 158 4.744E-3
50 160 4.744E-3
50 162 4.744E-3
50 164 4.744E-3
50 166 4.744E-3
50 168 4.744E-3
50 170 4.744E-3
50 172 4.744E-3
50 174 4.744E-3
50 176 4.744E-3
50 178 4.744E-3
50 180 4.744E-3
52 0 4.956E-3
52 2 4.956E-3
52 4 4.956E-3
52 6 4.956E-3
52 8 4.956E-3
52 10 4.956E-3
52 12 4.956E-3
52 14 4.956E-3
52 16 4.956E-3
52 18 4.956E-3
52 20 4.956E-3
52 22 4.956E-3
52 24 4.956E-3
52 26 4.956E-3
52 28 4.956E-3
52 30 4.956E-3
52 32 4.956E-3
52 34 4.956E-3
52 36 4.956E-3
52 38 4.956E-3
52 40 4.956E-3
52 42 4.956E-3
52 44 4.956E-3
52 46 4.956E-3
52 48 4.956E-3
52 50 4.956E-3
52 52 4.956E-3
52 54 4.956E-3
52 56 4.956E-3
52 58 4.956E-3
52 60 4.956E-3
52 62 4.956E-3
52 64 4.956E-3
52 66 4.956E-3
52 68 4.956E-3
52 70 4.956E-3
52 72 4.956E-3
52 74 4.956E-3
52 76 4.956E-3
52 78 4.956E-3
52 80 4.956E-3
52 82 4.956E-3
52 84 4.956E-3
52 86 4.956E-3
52 88 4.956E-3
52 90 4.956E-3
52 92 4.956E-3
52 94 4.956E-3
52 96 4.956E-3
52 98 4.956E-3
52 100 4.956E-3
52 102 4.956E-3
52 104 4.956E-3
52 106 4.956E-3
52 108 4.956E-3
52 110 4.956E-3
52 112 4.956E-3
52 114 4.956E-3
52 116 4.956E-3
52 118 4.956E-3
52 120 4.956E-3
52 122 4.956E-3
52 124 4.956E-3
52 126 4.956E-3
52 128 4.956E-3
52 130 4.956E-3
52 132 4.956E-3
52 134 4.956E-3
52 136 4.956E-3
52 138 4.956E-3
52 140 4.956E-3
52 142 4.956E-3
52 144 4.956E-3
52 146 4.956E-3
52 148 4.956E-3
52 150 4.956E-3
52 152 4.956E-3
52 154 4.956E-3
52 156 4.956E-3
52 158 4.956E-3
52 160 4.956E-3
52 162 4.956E-3
52 164 4.956E-3
52 166 4.956E-3
52 168 4.956E-3
52 170 4.956E-3
52 172 4.956E-3
52 174 4.956E-3
52 176 4.956E-3
52 178 4.956E-3
52 180 4.956E-3
54 0 5.174E-3
54 2 5.174E-3
54 4 5.174E-3
54 6 5.174E-3
54 8 5.174E-3
54 10 5.174E-3
54 12 5.174E-3
54 14 5.174E-3
54 16 5.174E-3
54 18 5.174E-3
54 20 5.174E-3
54 22 5.174E-3
54 24 5.174E-3
54 26 5.174E-3
54 28 5.174E-3
54 30 5.174E-3
54 32 5.174E-3
54 34 5.174E-3
54 36 5.174E-3
54 38 5.174E-3
54 40 5.174E-3
54 42 5.174E-3
54 44 5.174E-3
54 46 5.174E-3
54 48 5.174E-3
54 50 5.174E-3
54 52 5.174E-3
54 54 5.174E-3
54 56 5.174E-3
54 58 5.174E-3
54 60 5.174E-3
54 62 5.174E-3
54 64 5.174E-3
54 66 5.174E-3
54 68 5.174E-3
54 70 5.174E-3
54 72 5.174E-3
54 74 5.174E-3
54 76 5.174E-3
54 78 5.174E-3
54 80 5.174E-3
54 82 5.174E-3
54 84 5.174E-3
54 86 5.174E-3
54 88 5.174E-3
54 90 5.174E-3
54 92 5.174E-3
54 94 5.174E-3
54 96 5.174E-3
54 98 5.174E-3
54 100 5.174E-3
54 102 5.174E-3
54 104 5.174E-3
54 106 5.174E-3
54 108 5.174E-3
54 110 5.174E-3
54 112 5.174E-3
54 114 5.174E-3
54 116 5.174E-3
54 118 5.174E-3
54 120 5.174E-3
54 122 5.174E-3
54 124 5.174E-3
54 126 5.174E-3
54 128 5.174E-3
54 130 5.174E-3
54 132 5.174E-3
54 134 5.174E-3
54 136 5.174E-3
54 138 5.174E-3
54 140 5.174E-3
54 142 5.174E-3
54 144 5.174E-3
54 146 5.174E-3
54 148 5.174E-3
54 150 5.174E-3
54 152 5.174E-3
54 154 5.174E-3
54 156 5.174E-3
54 158 5.174E-3
54 160 5.174E-3
54 162 5.174E-3
54 164 5.174E-3
54 166 5.174E-3
54 168 5.174E-3
54 170 5.174E-3
